fatura_id,customerID,data_vencimento,data_pagamento,valor_fatura,status
INV-0023631,1502-XFCVR,2021-12-15,2021-12-26,105.26,Pago com Atraso
INV-0023632,1502-XFCVR,2021-11-15,2021-11-12,106.62,Pago em Dia
INV-0023633,1502-XFCVR,2021-10-15,2021-10-09,104.33,Pago em Dia
INV-0023634,1502-XFCVR,2021-09-15,2021-09-08,104.91,Pago em Dia
INV-0023635,1502-XFCVR,2021-08-15,2021-08-09,108.38,Pago em Dia
INV-0023636,1502-XFCVR,2021-07-15,2021-07-10,105.87,Pago em Dia
INV-0023637,1502-XFCVR,2021-06-15,2021-06-12,106.82,Pago em Dia
INV-0023638,1502-XFCVR,2021-05-15,2021-05-10,113.41,Pago em Dia
INV-0023639,1502-XFCVR,2021-04-15,2021-04-11,104.39,Pago em Dia
INV-0023640,1502-XFCVR,2021-03-15,2021-03-09,105.18,Pago em Dia
INV-0023641,1502-XFCVR,2021-02-15,2021-02-13,104.45,Pago em Dia
INV-0023642,6960-HVYXR,2025-11-15,,77.03,Pendente
INV-0023643,3726-TBHQT,2025-11-15,2025-11-09,111.3,Pago em Dia
INV-0023644,3726-TBHQT,2025-10-15,2025-10-14,112.22,Pago em Dia
INV-0023645,3726-TBHQT,2025-09-15,2025-09-08,116.11,Pago em Dia
INV-0023646,3726-TBHQT,2025-08-15,2025-08-08,115.49,Pago em Dia
INV-0023647,3726-TBHQT,2025-07-15,2025-07-11,115.63,Pago em Dia
INV-0023648,3726-TBHQT,2025-06-15,2025-06-14,113.84,Pago em Dia
INV-0023649,3726-TBHQT,2025-05-15,2025-05-14,112.28,Pago em Dia
INV-0023650,3726-TBHQT,2025-04-15,2025-04-13,117.23,Pago em Dia
INV-0023651,3726-TBHQT,2025-03-15,2025-03-08,113.44,Pago em Dia
INV-0023652,3726-TBHQT,2025-02-15,2025-02-13,114.43,Pago em Dia
INV-0023653,3726-TBHQT,2025-01-15,2025-01-14,113.9,Pago em Dia
INV-0023654,3726-TBHQT,2024-12-15,2024-12-09,113.78,Pago em Dia
INV-0023655,3726-TBHQT,2024-11-15,2024-11-13,110.22,Pago em Dia
INV-0023656,3726-TBHQT,2024-10-15,2024-10-14,111.78,Pago em Dia
INV-0023657,3726-TBHQT,2024-09-15,2024-09-13,115.27,Pago em Dia
INV-0023658,3726-TBHQT,2024-08-15,2024-08-11,113.9,Pago em Dia
INV-0023659,3726-TBHQT,2024-07-15,2024-07-09,114.95,Pago em Dia
INV-0023660,3726-TBHQT,2024-06-15,2024-06-12,113.89,Pago em Dia
INV-0023661,3726-TBHQT,2024-05-15,2024-05-11,113.37,Pago em Dia
INV-0023662,3726-TBHQT,2024-04-15,2024-04-14,114.28,Pago em Dia
INV-0023663,3726-TBHQT,2024-03-15,2024-03-11,112.95,Pago em Dia
INV-0023664,3726-TBHQT,2024-02-15,2024-02-14,111.85,Pago em Dia
INV-0023665,3726-TBHQT,2024-01-15,2024-01-09,115.61,Pago em Dia
INV-0023666,3726-TBHQT,2023-12-15,2023-12-10,117.89,Pago em Dia
INV-0023667,3726-TBHQT,2023-11-15,2023-11-09,114.76,Pago em Dia
INV-0023668,3726-TBHQT,2023-10-15,2023-10-14,112.65,Pago em Dia
INV-0023669,3726-TBHQT,2023-09-15,2023-09-08,116.1,Pago em Dia
INV-0023670,3726-TBHQT,2023-08-15,2023-08-08,116.62,Pago em Dia
INV-0023671,3726-TBHQT,2023-07-15,2023-07-13,113.25,Pago em Dia
INV-0023672,3726-TBHQT,2023-06-15,2023-06-27,111.11,Pago com Atraso
INV-0023673,3726-TBHQT,2023-05-15,2023-05-14,112.86,Pago em Dia
INV-0023674,3726-TBHQT,2023-04-15,2023-04-11,112.91,Pago em Dia
INV-0023675,3726-TBHQT,2023-03-15,2023-03-10,111.38,Pago em Dia
INV-0023676,3726-TBHQT,2023-02-15,2023-02-10,114.5,Pago em Dia
INV-0023677,3726-TBHQT,2023-01-15,2023-01-09,112.88,Pago em Dia
INV-0023678,3726-TBHQT,2022-12-15,2022-12-11,114.51,Pago em Dia
INV-0023679,3726-TBHQT,2022-11-15,2022-11-10,111.05,Pago em Dia
INV-0023680,3726-TBHQT,2022-10-15,2022-10-10,115.5,Pago em Dia
INV-0023681,3726-TBHQT,2022-09-15,2022-09-13,114.38,Pago em Dia
INV-0023682,3726-TBHQT,2022-08-15,2022-08-09,114.61,Pago em Dia
INV-0023683,3726-TBHQT,2022-07-15,2022-07-11,112.27,Pago em Dia
INV-0023684,3726-TBHQT,2022-06-15,2022-06-11,115.27,Pago em Dia
INV-0023685,3726-TBHQT,2022-05-15,2022-05-14,117.56,Pago em Dia
INV-0023686,3726-TBHQT,2022-04-15,2022-04-08,113.57,Pago em Dia
INV-0023687,3726-TBHQT,2022-03-15,2022-03-09,110.41,Pago em Dia
INV-0023688,3726-TBHQT,2022-02-15,2022-02-12,116.78,Pago em Dia
INV-0023689,3726-TBHQT,2022-01-15,2022-01-09,117.09,Pago em Dia
INV-0023690,3726-TBHQT,2021-12-15,2021-12-19,113.19,Pago com Atraso
INV-0023691,3726-TBHQT,2021-11-15,2021-11-09,111.81,Pago em Dia
INV-0023692,3726-TBHQT,2021-10-15,2021-10-11,114.4,Pago em Dia
INV-0023693,3726-TBHQT,2021-09-15,2021-09-08,116.79,Pago em Dia
INV-0023694,3726-TBHQT,2021-08-15,2021-08-11,115.78,Pago em Dia
INV-0023695,3726-TBHQT,2021-07-15,2021-07-10,114.47,Pago em Dia
INV-0023696,3726-TBHQT,2021-06-15,2021-06-11,113.31,Pago em Dia
INV-0023697,3726-TBHQT,2021-05-15,2021-05-13,116.94,Pago em Dia
INV-0023698,3726-TBHQT,2021-04-15,2021-04-08,115.67,Pago em Dia
INV-0023699,3726-TBHQT,2021-03-15,2021-03-14,109.19,Pago em Dia
INV-0023700,3726-TBHQT,2021-02-15,2021-02-11,115.05,Pago em Dia
INV-0023701,3726-TBHQT,2021-01-15,2021-01-09,110.25,Pago em Dia
INV-0023702,3726-TBHQT,2020-12-15,2020-12-12,113.81,Pago em Dia
INV-0023703,3726-TBHQT,2020-11-15,2020-11-11,112.59,Pago em Dia
INV-0023704,3726-TBHQT,2020-10-15,2020-10-11,110.37,Pago em Dia
INV-0023705,3726-TBHQT,2020-09-15,2020-09-09,110.5,Pago em Dia
INV-0023706,3726-TBHQT,2020-08-15,2020-08-12,112.2,Pago em Dia
INV-0023707,3726-TBHQT,2020-07-15,2020-07-14,112.33,Pago em Dia
INV-0023708,3726-TBHQT,2020-06-15,2020-06-08,108.53,Pago em Dia
INV-0023709,3726-TBHQT,2020-05-15,2020-05-12,115.66,Pago em Dia
INV-0023710,3726-TBHQT,2020-04-15,2020-04-14,117.6,Pago em Dia
INV-0023711,3726-TBHQT,2020-03-15,2020-03-09,113.03,Pago em Dia
INV-0023712,3726-TBHQT,2020-02-15,2020-02-13,113.44,Pago em Dia
INV-0023713,3726-TBHQT,2020-01-15,2020-01-09,113.56,Pago em Dia
INV-0023714,9564-KCLHR,2025-11-15,2025-11-08,51.87,Pago em Dia
INV-0023715,1840-BIUOG,2025-11-15,2025-11-11,67.17,Pago em Dia
INV-0023716,1840-BIUOG,2025-10-15,2025-10-10,64.43,Pago em Dia
INV-0023717,1840-BIUOG,2025-09-15,2025-09-11,69.32,Pago em Dia
INV-0023718,1840-BIUOG,2025-08-15,2025-08-12,67.03,Pago em Dia
INV-0023719,1840-BIUOG,2025-07-15,2025-07-14,68.01,Pago em Dia
INV-0023720,1840-BIUOG,2025-06-15,2025-06-12,67.89,Pago em Dia
INV-0023721,1840-BIUOG,2025-05-15,2025-05-08,67.79,Pago em Dia
INV-0023722,1840-BIUOG,2025-04-15,2025-04-17,67.48,Pago com Atraso
INV-0023723,1840-BIUOG,2025-03-15,2025-03-10,67.61,Pago em Dia
INV-0023724,1840-BIUOG,2025-02-15,2025-02-08,67.97,Pago em Dia
INV-0023725,1840-BIUOG,2025-01-15,2025-01-10,70.99,Pago em Dia
INV-0023726,1840-BIUOG,2024-12-15,2024-12-29,64.16,Pago com Atraso
INV-0023727,1840-BIUOG,2024-11-15,2024-11-08,69.27,Pago em Dia
INV-0023728,1840-BIUOG,2024-10-15,2024-10-13,66.37,Pago em Dia
INV-0023729,1840-BIUOG,2024-09-15,2024-09-12,69.2,Pago em Dia
INV-0023730,1840-BIUOG,2024-08-15,2024-08-10,70.36,Pago em Dia
INV-0023731,1840-BIUOG,2024-07-15,2024-07-12,68.42,Pago em Dia
INV-0023732,1840-BIUOG,2024-06-15,2024-06-09,67.74,Pago em Dia
INV-0023733,1840-BIUOG,2024-05-15,2024-05-14,68.31,Pago em Dia
INV-0023734,1840-BIUOG,2024-04-15,2024-04-18,68.62,Pago com Atraso
INV-0023735,9885-CSMWE,2025-11-15,2025-11-09,79.99,Pago em Dia
INV-0023736,3589-PPVKW,2025-11-15,2025-11-12,44.56,Pago em Dia
INV-0023737,3589-PPVKW,2025-10-15,2025-10-21,43.97,Pago com Atraso
INV-0023738,3589-PPVKW,2025-09-15,2025-09-13,43.94,Pago em Dia
INV-0023739,3589-PPVKW,2025-08-15,2025-08-11,45.28,Pago em Dia
INV-0023740,3589-PPVKW,2025-07-15,2025-07-08,42.36,Pago em Dia
INV-0023741,3589-PPVKW,2025-06-15,2025-06-12,42.99,Pago em Dia
INV-0023742,3589-PPVKW,2025-05-15,2025-05-13,43.68,Pago em Dia
INV-0023743,3589-PPVKW,2025-04-15,2025-04-12,45.26,Pago em Dia
INV-0023744,3589-PPVKW,2025-03-15,2025-03-08,43.54,Pago em Dia
INV-0023745,2521-NPUZR,2025-11-15,2025-11-08,100.3,Pago em Dia
INV-0023746,2521-NPUZR,2025-10-15,2025-10-11,101.4,Pago em Dia
INV-0023747,2521-NPUZR,2025-09-15,2025-09-10,101.27,Pago em Dia
INV-0023748,2521-NPUZR,2025-08-15,2025-08-12,101.47,Pago em Dia
INV-0023749,2521-NPUZR,2025-07-15,2025-07-08,102.43,Pago em Dia
INV-0023750,2521-NPUZR,2025-06-15,2025-06-14,99.24,Pago em Dia
INV-0023751,2521-NPUZR,2025-05-15,2025-05-09,101.8,Pago em Dia
INV-0023752,2521-NPUZR,2025-04-15,2025-04-10,99.4,Pago em Dia
INV-0023753,2521-NPUZR,2025-03-15,2025-03-11,94.36,Pago em Dia
INV-0023754,2521-NPUZR,2025-02-15,2025-02-14,101.26,Pago em Dia
INV-0023755,2521-NPUZR,2025-01-15,2025-01-10,102.89,Pago em Dia
INV-0023756,2521-NPUZR,2024-12-15,2024-12-14,103.2,Pago em Dia
INV-0023757,2521-NPUZR,2024-11-15,2024-11-14,99.25,Pago em Dia
INV-0023758,2521-NPUZR,2024-10-15,2024-10-10,104.08,Pago em Dia
INV-0023759,2521-NPUZR,2024-09-15,2024-09-13,99.02,Pago em Dia
INV-0023760,2521-NPUZR,2024-08-15,2024-08-12,100.25,Pago em Dia
INV-0023761,2521-NPUZR,2024-07-15,2024-07-08,100.9,Pago em Dia
INV-0023762,2521-NPUZR,2024-06-15,2024-06-12,97.75,Pago em Dia
INV-0023763,2521-NPUZR,2024-05-15,2024-05-08,101.83,Pago em Dia
INV-0023764,2521-NPUZR,2024-04-15,2024-04-27,103.56,Pago com Atraso
INV-0023765,2521-NPUZR,2024-03-15,2024-03-08,104.01,Pago em Dia
INV-0023766,2521-NPUZR,2024-02-15,2024-02-09,101.08,Pago em Dia
INV-0023767,2521-NPUZR,2024-01-15,2024-01-14,101.98,Pago em Dia
INV-0023768,2521-NPUZR,2023-12-15,2023-12-10,98.45,Pago em Dia
INV-0023769,2521-NPUZR,2023-11-15,2023-11-11,100.33,Pago em Dia
INV-0023770,2521-NPUZR,2023-10-15,2023-10-11,101.61,Pago em Dia
INV-0023771,2521-NPUZR,2023-09-15,2023-09-14,100.3,Pago em Dia
INV-0023772,2521-NPUZR,2023-08-15,2023-08-16,102.06,Pago com Atraso
INV-0023773,2521-NPUZR,2023-07-15,2023-07-08,100.43,Pago em Dia
INV-0023774,2521-NPUZR,2023-06-15,2023-06-12,102.87,Pago em Dia
INV-0023775,2521-NPUZR,2023-05-15,2023-05-14,101.86,Pago em Dia
INV-0023776,2521-NPUZR,2023-04-15,2023-04-08,98.88,Pago em Dia
INV-0023777,2521-NPUZR,2023-03-15,2023-03-08,100.67,Pago em Dia
INV-0023778,2521-NPUZR,2023-02-15,2023-02-11,100.51,Pago em Dia
INV-0023779,2521-NPUZR,2023-01-15,2023-01-08,101.76,Pago em Dia
INV-0023780,2521-NPUZR,2022-12-15,2022-12-11,96.6,Pago em Dia
INV-0023781,2521-NPUZR,2022-11-15,2022-11-12,103.65,Pago em Dia
INV-0023782,2521-NPUZR,2022-10-15,2022-10-12,101.24,Pago em Dia
INV-0023783,2521-NPUZR,2022-09-15,2022-09-12,101.18,Pago em Dia
INV-0023784,2521-NPUZR,2022-08-15,2022-08-14,102.0,Pago em Dia
INV-0023785,2521-NPUZR,2022-07-15,2022-07-12,102.25,Pago em Dia
INV-0023786,2521-NPUZR,2022-06-15,2022-06-13,98.93,Pago em Dia
INV-0023787,2521-NPUZR,2022-05-15,2022-05-08,100.95,Pago em Dia
INV-0023788,2521-NPUZR,2022-04-15,2022-04-08,98.75,Pago em Dia
INV-0023789,2521-NPUZR,2022-03-15,2022-03-08,101.01,Pago em Dia
INV-0023790,2521-NPUZR,2022-02-15,2022-02-10,99.81,Pago em Dia
INV-0023791,2521-NPUZR,2022-01-15,2022-01-13,101.26,Pago em Dia
INV-0023792,2521-NPUZR,2021-12-15,2021-12-08,99.26,Pago em Dia
INV-0023793,2521-NPUZR,2021-11-15,2021-11-14,99.18,Pago em Dia
INV-0023794,2521-NPUZR,2021-10-15,2021-10-11,98.99,Pago em Dia
INV-0023795,2521-NPUZR,2021-09-15,2021-09-09,103.55,Pago em Dia
INV-0023796,2521-NPUZR,2021-08-15,2021-08-09,100.85,Pago em Dia
INV-0023797,2521-NPUZR,2021-07-15,2021-07-08,99.86,Pago em Dia
INV-0023798,2521-NPUZR,2021-06-15,2021-06-13,94.47,Pago em Dia
INV-0023799,2521-NPUZR,2021-05-15,2021-05-11,99.76,Pago em Dia
INV-0023800,2521-NPUZR,2021-04-15,2021-04-08,102.19,Pago em Dia
INV-0023801,2521-NPUZR,2021-03-15,2021-03-09,104.54,Pago em Dia
INV-0023802,2521-NPUZR,2021-02-15,2021-02-13,101.13,Pago em Dia
INV-0023803,2521-NPUZR,2021-01-15,2021-01-09,100.47,Pago em Dia
INV-0023804,2521-NPUZR,2020-12-15,2020-12-12,102.16,Pago em Dia
INV-0023805,2521-NPUZR,2020-11-15,2020-11-14,98.07,Pago em Dia
INV-0023806,2521-NPUZR,2020-10-15,2020-10-08,100.08,Pago em Dia
INV-0023807,2521-NPUZR,2020-09-15,2020-09-09,103.26,Pago em Dia
INV-0023808,2521-NPUZR,2020-08-15,2020-08-09,99.89,Pago em Dia
INV-0023809,2521-NPUZR,2020-07-15,2020-07-09,100.83,Pago em Dia
INV-0023810,2521-NPUZR,2020-06-15,2020-06-14,102.09,Pago em Dia
INV-0023811,2521-NPUZR,2020-05-15,2020-05-13,100.84,Pago em Dia
INV-0023812,2521-NPUZR,2020-04-15,2020-04-10,100.27,Pago em Dia
INV-0023813,2521-NPUZR,2020-03-15,2020-03-12,102.86,Pago em Dia
INV-0023814,2521-NPUZR,2020-02-15,2020-02-08,102.27,Pago em Dia
INV-0023815,9640-ZSLDC,2025-11-15,2025-11-12,59.13,Pago em Dia
INV-0023816,9640-ZSLDC,2025-10-15,2025-10-14,62.66,Pago em Dia
INV-0023817,9640-ZSLDC,2025-09-15,2025-09-12,61.43,Pago em Dia
INV-0023818,9640-ZSLDC,2025-08-15,2025-08-08,60.43,Pago em Dia
INV-0023819,9640-ZSLDC,2025-07-15,2025-07-13,61.12,Pago em Dia
INV-0023820,9640-ZSLDC,2025-06-15,2025-06-09,60.4,Pago em Dia
INV-0023821,9640-ZSLDC,2025-05-15,2025-05-11,59.6,Pago em Dia
INV-0023822,9640-ZSLDC,2025-04-15,2025-04-14,59.57,Pago em Dia
INV-0023823,9640-ZSLDC,2025-03-15,2025-03-09,60.91,Pago em Dia
INV-0023824,9640-ZSLDC,2025-02-15,2025-02-09,61.89,Pago em Dia
INV-0023825,9640-ZSLDC,2025-01-15,2025-01-10,62.41,Pago em Dia
INV-0023826,9640-ZSLDC,2024-12-15,2024-12-13,61.32,Pago em Dia
INV-0023827,9640-ZSLDC,2024-11-15,2024-11-09,60.3,Pago em Dia
INV-0023828,9640-ZSLDC,2024-10-15,2024-10-10,60.2,Pago em Dia
INV-0023829,9640-ZSLDC,2024-09-15,2024-09-09,61.27,Pago em Dia
INV-0023830,9640-ZSLDC,2024-08-15,2024-08-13,64.45,Pago em Dia
INV-0023831,9640-ZSLDC,2024-07-15,2024-07-11,59.53,Pago em Dia
INV-0023832,9640-ZSLDC,2024-06-15,2024-07-02,59.25,Pago com Atraso
INV-0023833,9640-ZSLDC,2024-05-15,2024-05-14,59.1,Pago em Dia
INV-0023834,9640-ZSLDC,2024-04-15,2024-04-08,59.75,Pago em Dia
INV-0023835,9640-ZSLDC,2024-03-15,2024-03-13,59.92,Pago em Dia
INV-0023836,9640-ZSLDC,2024-02-15,2024-02-09,59.54,Pago em Dia
INV-0023837,9640-ZSLDC,2024-01-15,2024-01-12,59.48,Pago em Dia
INV-0023838,9640-ZSLDC,2023-12-15,2023-12-12,60.13,Pago em Dia
INV-0023839,9640-ZSLDC,2023-11-15,2023-11-14,60.85,Pago em Dia
INV-0023840,9640-ZSLDC,2023-10-15,2023-10-12,60.05,Pago em Dia
INV-0023841,9640-ZSLDC,2023-09-15,2023-09-14,61.68,Pago em Dia
INV-0023842,9640-ZSLDC,2023-08-15,2023-08-09,60.47,Pago em Dia
INV-0023843,9640-ZSLDC,2023-07-15,2023-07-13,59.94,Pago em Dia
INV-0023844,9640-ZSLDC,2023-06-15,2023-06-13,58.11,Pago em Dia
INV-0023845,9640-ZSLDC,2023-05-15,2023-05-10,59.7,Pago em Dia
INV-0023846,9640-ZSLDC,2023-04-15,2023-04-14,59.65,Pago em Dia
INV-0023847,9640-ZSLDC,2023-03-15,2023-03-11,60.58,Pago em Dia
INV-0023848,9640-ZSLDC,2023-02-15,2023-02-08,59.94,Pago em Dia
INV-0023849,9640-ZSLDC,2023-01-15,2023-01-12,61.21,Pago em Dia
INV-0023850,9640-ZSLDC,2022-12-15,2022-12-14,62.84,Pago em Dia
INV-0023851,9640-ZSLDC,2022-11-15,2022-11-09,57.88,Pago em Dia
INV-0023852,9640-ZSLDC,2022-10-15,2022-10-14,60.86,Pago em Dia
INV-0023853,9640-ZSLDC,2022-09-15,2022-09-14,62.45,Pago em Dia
INV-0023854,9640-ZSLDC,2022-08-15,2022-08-13,61.88,Pago em Dia
INV-0023855,9640-ZSLDC,2022-07-15,2022-07-10,60.32,Pago em Dia
INV-0023856,9640-ZSLDC,2022-06-15,2022-06-14,59.53,Pago em Dia
INV-0023857,9640-ZSLDC,2022-05-15,2022-05-10,61.84,Pago em Dia
INV-0023858,9640-ZSLDC,2022-04-15,2022-04-11,59.92,Pago em Dia
INV-0023859,9640-ZSLDC,2022-03-15,2022-03-09,60.22,Pago em Dia
INV-0023860,9640-ZSLDC,2022-02-15,2022-02-14,61.49,Pago em Dia
INV-0023861,9640-ZSLDC,2022-01-15,2022-01-10,62.84,Pago em Dia
INV-0023862,9640-ZSLDC,2021-12-15,2021-12-08,61.5,Pago em Dia
INV-0023863,9640-ZSLDC,2021-11-15,2021-11-10,60.56,Pago em Dia
INV-0023864,9640-ZSLDC,2021-10-15,2021-10-13,60.8,Pago em Dia
INV-0023865,9640-ZSLDC,2021-09-15,2021-09-13,61.24,Pago em Dia
INV-0023866,9640-ZSLDC,2021-08-15,2021-08-14,61.4,Pago em Dia
INV-0023867,9640-ZSLDC,2021-07-15,2021-07-13,60.5,Pago em Dia
INV-0023868,4801-KFYKL,2025-11-15,2025-11-12,20.37,Pago em Dia
INV-0023869,4801-KFYKL,2025-10-15,2025-10-12,19.75,Pago em Dia
INV-0023870,4801-KFYKL,2025-09-15,2025-10-04,19.31,Pago com Atraso
INV-0023871,4801-KFYKL,2025-08-15,2025-08-08,19.28,Pago em Dia
INV-0023872,4801-KFYKL,2025-07-15,2025-07-13,19.76,Pago em Dia
INV-0023873,4801-KFYKL,2025-06-15,2025-06-08,19.55,Pago em Dia
INV-0023874,4801-KFYKL,2025-05-15,2025-05-13,19.25,Pago em Dia
INV-0023875,4801-KFYKL,2025-04-15,2025-04-14,18.8,Pago em Dia
INV-0023876,6505-OZNPG,2025-11-15,2025-11-11,63.43,Pago em Dia
INV-0023877,6505-OZNPG,2025-10-15,2025-10-09,63.77,Pago em Dia
INV-0023878,6505-OZNPG,2025-09-15,2025-09-10,64.56,Pago em Dia
INV-0023879,6505-OZNPG,2025-08-15,2025-08-10,66.68,Pago em Dia
INV-0023880,6505-OZNPG,2025-07-15,2025-07-12,62.7,Pago em Dia
INV-0023881,6505-OZNPG,2025-06-15,2025-06-10,63.2,Pago em Dia
INV-0023882,4189-NAKJS,2025-11-15,2025-11-13,52.11,Pago em Dia
INV-0023883,4189-NAKJS,2025-10-15,2025-10-08,50.59,Pago em Dia
INV-0023884,4189-NAKJS,2025-09-15,2025-09-11,50.54,Pago em Dia
INV-0023885,4189-NAKJS,2025-08-15,2025-08-11,50.95,Pago em Dia
INV-0023886,4189-NAKJS,2025-07-15,2025-07-09,51.05,Pago em Dia
INV-0023887,4189-NAKJS,2025-06-15,2025-06-26,50.56,Pago com Atraso
INV-0023888,4189-NAKJS,2025-05-15,2025-05-11,52.66,Pago em Dia
INV-0023889,4189-NAKJS,2025-04-15,2025-04-08,51.49,Pago em Dia
INV-0023890,4189-NAKJS,2025-03-15,2025-03-14,51.51,Pago em Dia
INV-0023891,4189-NAKJS,2025-02-15,2025-02-09,51.28,Pago em Dia
INV-0023892,4189-NAKJS,2025-01-15,2025-01-14,51.75,Pago em Dia
INV-0023893,4189-NAKJS,2024-12-15,2024-12-13,52.62,Pago em Dia
INV-0023894,4189-NAKJS,2024-11-15,2024-11-12,51.18,Pago em Dia
INV-0023895,4189-NAKJS,2024-10-15,2024-10-11,52.31,Pago em Dia
INV-0023896,4189-NAKJS,2024-09-15,2024-09-10,52.97,Pago em Dia
INV-0023897,4189-NAKJS,2024-08-15,2024-08-11,49.25,Pago em Dia
INV-0023898,4189-NAKJS,2024-07-15,2024-07-12,52.86,Pago em Dia
INV-0023899,4189-NAKJS,2024-06-15,2024-06-10,52.12,Pago em Dia
INV-0023900,4189-NAKJS,2024-05-15,2024-05-14,51.82,Pago em Dia
INV-0023901,4189-NAKJS,2024-04-15,2024-04-14,50.83,Pago em Dia
INV-0023902,4189-NAKJS,2024-03-15,2024-03-09,52.04,Pago em Dia
INV-0023903,4189-NAKJS,2024-02-15,2024-02-11,49.8,Pago em Dia
INV-0023904,4189-NAKJS,2024-01-15,2024-01-12,52.46,Pago em Dia
INV-0023905,4189-NAKJS,2023-12-15,2023-12-14,50.39,Pago em Dia
INV-0023906,4189-NAKJS,2023-11-15,2023-11-10,50.19,Pago em Dia
INV-0023907,4189-NAKJS,2023-10-15,2023-10-09,51.22,Pago em Dia
INV-0023908,2452-SNHFZ,2025-11-15,2025-11-14,76.39,Pago em Dia
INV-0023909,2452-SNHFZ,2025-10-15,2025-10-08,75.63,Pago em Dia
INV-0023910,2452-SNHFZ,2025-09-15,2025-09-12,75.35,Pago em Dia
INV-0023911,2452-SNHFZ,2025-08-15,2025-08-10,75.08,Pago em Dia
INV-0023912,2452-SNHFZ,2025-07-15,2025-07-08,73.9,Pago em Dia
INV-0023913,2452-SNHFZ,2025-06-15,2025-06-10,77.79,Pago em Dia
INV-0023914,2452-SNHFZ,2025-05-15,2025-05-29,74.13,Pago com Atraso
INV-0023915,2452-SNHFZ,2025-04-15,2025-04-11,77.14,Pago em Dia
INV-0023916,2452-SNHFZ,2025-03-15,2025-03-10,73.47,Pago em Dia
INV-0023917,2452-SNHFZ,2025-02-15,2025-02-10,76.24,Pago em Dia
INV-0023918,2452-SNHFZ,2025-01-15,2025-01-11,78.07,Pago em Dia
INV-0023919,2452-SNHFZ,2024-12-15,2024-12-14,75.61,Pago em Dia
INV-0023920,2452-SNHFZ,2024-11-15,2024-11-09,73.88,Pago em Dia
INV-0023921,2452-SNHFZ,2024-10-15,2024-10-14,74.47,Pago em Dia
INV-0023922,2452-SNHFZ,2024-09-15,2024-09-08,76.05,Pago em Dia
INV-0023923,2452-SNHFZ,2024-08-15,2024-08-12,78.7,Pago em Dia
INV-0023924,2452-SNHFZ,2024-07-15,2024-07-14,77.24,Pago em Dia
INV-0023925,2452-SNHFZ,2024-06-15,2024-06-11,78.1,Pago em Dia
INV-0023926,2452-SNHFZ,2024-05-15,2024-05-08,77.08,Pago em Dia
INV-0023927,2452-SNHFZ,2024-04-15,2024-04-14,76.72,Pago em Dia
INV-0023928,2452-SNHFZ,2024-03-15,2024-03-12,76.6,Pago em Dia
INV-0023929,2452-SNHFZ,2024-02-15,2024-02-08,75.36,Pago em Dia
INV-0023930,2452-SNHFZ,2024-01-15,2024-01-10,75.73,Pago em Dia
INV-0023931,2452-SNHFZ,2023-12-15,2023-12-08,72.56,Pago em Dia
INV-0023932,2452-SNHFZ,2023-11-15,2023-11-13,75.53,Pago em Dia
INV-0023933,2452-SNHFZ,2023-10-15,2023-10-14,75.88,Pago em Dia
INV-0023934,2452-SNHFZ,2023-09-15,2023-09-08,75.37,Pago em Dia
INV-0023935,2452-SNHFZ,2023-08-15,2023-08-14,75.23,Pago em Dia
INV-0023936,2452-SNHFZ,2023-07-15,2023-07-11,77.52,Pago em Dia
INV-0023937,2452-SNHFZ,2023-06-15,2023-06-12,73.63,Pago em Dia
INV-0023938,2452-SNHFZ,2023-05-15,2023-05-13,74.14,Pago em Dia
INV-0023939,2452-SNHFZ,2023-04-15,2023-04-09,76.42,Pago em Dia
INV-0023940,2452-SNHFZ,2023-03-15,2023-03-22,75.89,Pago com Atraso
INV-0023941,2452-SNHFZ,2023-02-15,2023-02-14,74.29,Pago em Dia
INV-0023942,2452-SNHFZ,2023-01-15,2023-01-12,76.03,Pago em Dia
INV-0023943,2452-SNHFZ,2022-12-15,2022-12-08,76.16,Pago em Dia
INV-0023944,2452-SNHFZ,2022-11-15,2022-11-10,79.53,Pago em Dia
INV-0023945,2452-SNHFZ,2022-10-15,2022-10-10,74.22,Pago em Dia
INV-0023946,2452-SNHFZ,2022-09-15,2022-09-14,73.95,Pago em Dia
INV-0023947,2452-SNHFZ,2022-08-15,2022-08-10,75.09,Pago em Dia
INV-0023948,2452-SNHFZ,2022-07-15,2022-07-09,75.71,Pago em Dia
INV-0023949,2452-SNHFZ,2022-06-15,2022-06-10,75.14,Pago em Dia
INV-0023950,2452-SNHFZ,2022-05-15,2022-05-09,74.58,Pago em Dia
INV-0023951,2452-SNHFZ,2022-04-15,2022-04-10,76.06,Pago em Dia
INV-0023952,2452-SNHFZ,2022-03-15,2022-03-14,76.52,Pago em Dia
INV-0023953,2452-SNHFZ,2022-02-15,2022-02-11,72.97,Pago em Dia
INV-0023954,2452-SNHFZ,2022-01-15,2022-01-11,73.64,Pago em Dia
INV-0023955,3541-ZNUHK,2025-11-15,2025-11-09,85.79,Pago em Dia
INV-0023956,3541-ZNUHK,2025-10-15,2025-10-22,83.94,Pago com Atraso
INV-0023957,3541-ZNUHK,2025-09-15,2025-09-08,88.34,Pago em Dia
INV-0023958,3541-ZNUHK,2025-08-15,2025-09-03,87.74,Pago com Atraso
INV-0023959,3541-ZNUHK,2025-07-15,2025-07-10,82.97,Pago em Dia
