log_id,customerID,mes_referencia,gb_download
LOG-0027102,2885-HIJDH,2021-02-01,183.86
LOG-0027103,2885-HIJDH,2021-01-01,165.43
LOG-0027104,2885-HIJDH,2020-12-01,173.7
LOG-0027105,2885-HIJDH,2020-11-01,164.84
LOG-0027106,2885-HIJDH,2020-10-01,149.65
LOG-0027107,2885-HIJDH,2020-09-01,183.84
LOG-0027108,2885-HIJDH,2020-08-01,183.05
LOG-0027109,2885-HIJDH,2020-07-01,205.96
LOG-0027110,2885-HIJDH,2020-06-01,183.4
LOG-0027111,2885-HIJDH,2020-05-01,164.8
LOG-0027112,2885-HIJDH,2020-04-01,179.71
LOG-0027113,2885-HIJDH,2020-03-01,167.72
LOG-0027114,8777-PVYGU,2025-11-01,149.95
LOG-0027115,8777-PVYGU,2025-10-01,87.47
LOG-0027116,8777-PVYGU,2025-09-01,123.55
LOG-0027117,8777-PVYGU,2025-08-01,103.72
LOG-0027118,8777-PVYGU,2025-07-01,131.46
LOG-0027119,8777-PVYGU,2025-06-01,94.78
LOG-0027120,8777-PVYGU,2025-05-01,114.69
LOG-0027121,8777-PVYGU,2025-04-01,123.87
LOG-0027122,8777-PVYGU,2025-03-01,88.68
LOG-0027123,8777-PVYGU,2025-02-01,97.5
LOG-0027124,8777-PVYGU,2025-01-01,103.85
LOG-0027125,8777-PVYGU,2024-12-01,123.79
LOG-0027126,8777-PVYGU,2024-11-01,120.4
LOG-0027127,8777-PVYGU,2024-10-01,98.78
LOG-0027128,8777-PVYGU,2024-09-01,91.57
LOG-0027129,8777-PVYGU,2024-08-01,117.24
LOG-0027130,8777-PVYGU,2024-07-01,129.8
LOG-0027131,8777-PVYGU,2024-06-01,103.84
LOG-0027132,8777-PVYGU,2024-05-01,90.45
LOG-0027133,8777-PVYGU,2024-04-01,108.09
LOG-0027134,8777-PVYGU,2024-03-01,137.17
LOG-0027135,8777-PVYGU,2024-02-01,120.09
LOG-0027136,8777-PVYGU,2024-01-01,116.7
LOG-0027137,8777-PVYGU,2023-12-01,133.6
LOG-0027138,8777-PVYGU,2023-11-01,85.28
LOG-0027139,8777-PVYGU,2023-10-01,110.18
LOG-0027140,8777-PVYGU,2023-09-01,108.25
LOG-0027141,8777-PVYGU,2023-08-01,85.63
LOG-0027142,8777-PVYGU,2023-07-01,95.54
LOG-0027143,8777-PVYGU,2023-06-01,111.82
LOG-0027144,8777-PVYGU,2023-05-01,110.95
LOG-0027145,8777-PVYGU,2023-04-01,133.94
LOG-0027146,8777-PVYGU,2023-03-01,93.27
LOG-0027147,8777-PVYGU,2023-02-01,117.7
LOG-0027148,8777-PVYGU,2023-01-01,89.23
LOG-0027149,8777-PVYGU,2022-12-01,96.42
LOG-0027150,8777-PVYGU,2022-11-01,88.38
LOG-0027151,8777-PVYGU,2022-10-01,89.2
LOG-0027152,8777-PVYGU,2022-09-01,107.21
LOG-0027153,8777-PVYGU,2022-08-01,92.98
LOG-0027154,8777-PVYGU,2022-07-01,77.53
LOG-0027155,8777-PVYGU,2022-06-01,124.54
LOG-0027156,8777-PVYGU,2022-05-01,93.57
LOG-0027157,8777-PVYGU,2022-04-01,108.28
LOG-0027158,8777-PVYGU,2022-03-01,114.09
LOG-0027159,8777-PVYGU,2022-02-01,135.1
LOG-0027160,8777-PVYGU,2022-01-01,109.42
LOG-0027161,8777-PVYGU,2021-12-01,116.08
LOG-0027162,8777-PVYGU,2021-11-01,110.49
LOG-0027163,8777-PVYGU,2021-10-01,91.24
LOG-0027164,8777-PVYGU,2021-09-01,115.06
LOG-0027165,8777-PVYGU,2021-08-01,108.96
LOG-0027166,8086-OVPWV,2025-11-01,25.84
LOG-0027167,8086-OVPWV,2025-10-01,32.05
LOG-0027168,8552-OBVRU,2025-11-01,288.64
LOG-0027169,8552-OBVRU,2025-10-01,418.94
LOG-0027170,8552-OBVRU,2025-09-01,496.33
LOG-0027171,8552-OBVRU,2025-08-01,340.14
LOG-0027172,8552-OBVRU,2025-07-01,502.69
LOG-0027173,8552-OBVRU,2025-06-01,420.14
LOG-0027174,8552-OBVRU,2025-05-01,357.91
LOG-0027175,8552-OBVRU,2025-04-01,502.16
LOG-0027176,8552-OBVRU,2025-03-01,442.56
LOG-0027177,8552-OBVRU,2025-02-01,441.99
LOG-0027178,8552-OBVRU,2025-01-01,471.76
LOG-0027179,8552-OBVRU,2024-12-01,331.0
LOG-0027180,8552-OBVRU,2024-11-01,438.75
LOG-0027181,8552-OBVRU,2024-10-01,366.79
LOG-0027182,8552-OBVRU,2024-09-01,487.43
LOG-0027183,8552-OBVRU,2024-08-01,360.26
LOG-0027184,8552-OBVRU,2024-07-01,419.74
LOG-0027185,8552-OBVRU,2024-06-01,301.96
LOG-0027186,8552-OBVRU,2024-05-01,378.32
LOG-0027187,8552-OBVRU,2024-04-01,383.21
LOG-0027188,8552-OBVRU,2024-03-01,467.4
LOG-0027189,8552-OBVRU,2024-02-01,438.85
LOG-0027190,8552-OBVRU,2024-01-01,399.67
LOG-0027191,8552-OBVRU,2023-12-01,493.08
LOG-0027192,8552-OBVRU,2023-11-01,473.72
LOG-0027193,8552-OBVRU,2023-10-01,369.54
LOG-0027194,8552-OBVRU,2023-09-01,377.39
LOG-0027195,8552-OBVRU,2023-08-01,438.54
LOG-0027196,8552-OBVRU,2023-07-01,348.66
LOG-0027197,8552-OBVRU,2023-06-01,467.52
LOG-0027198,8552-OBVRU,2023-05-01,511.87
LOG-0027199,8552-OBVRU,2023-04-01,389.51
LOG-0027200,8552-OBVRU,2023-03-01,393.18
LOG-0027201,8552-OBVRU,2023-02-01,425.37
LOG-0027202,8552-OBVRU,2023-01-01,395.82
LOG-0027203,8552-OBVRU,2022-12-01,365.33
LOG-0027204,8552-OBVRU,2022-11-01,330.05
LOG-0027205,8552-OBVRU,2022-10-01,537.55
LOG-0027206,8552-OBVRU,2022-09-01,340.19
LOG-0027207,8552-OBVRU,2022-08-01,396.22
LOG-0027208,8552-OBVRU,2022-07-01,326.09
LOG-0027209,8552-OBVRU,2022-06-01,275.61
LOG-0027210,8552-OBVRU,2022-05-01,397.25
LOG-0027211,8552-OBVRU,2022-04-01,480.02
LOG-0027212,8552-OBVRU,2022-03-01,432.34
LOG-0027213,8552-OBVRU,2022-02-01,486.38
LOG-0027214,8552-OBVRU,2022-01-01,451.86
LOG-0027215,8552-OBVRU,2021-12-01,405.17
LOG-0027216,4471-KXAUH,2025-11-01,33.18
LOG-0027217,4471-KXAUH,2025-10-01,32.44
LOG-0027218,4471-KXAUH,2025-09-01,262.1
LOG-0027219,4471-KXAUH,2025-08-01,317.67
LOG-0027220,4471-KXAUH,2025-07-01,110.76
LOG-0027221,4471-KXAUH,2025-06-01,414.93
LOG-0027222,4471-KXAUH,2025-05-01,167.26
LOG-0027223,4471-KXAUH,2025-04-01,319.16
LOG-0027224,4471-KXAUH,2025-03-01,300.05
LOG-0027225,4471-KXAUH,2025-02-01,294.83
LOG-0027226,4471-KXAUH,2025-01-01,467.92
LOG-0027227,4471-KXAUH,2024-12-01,245.4
LOG-0027228,4471-KXAUH,2024-11-01,343.07
LOG-0027229,4471-KXAUH,2024-10-01,275.58
LOG-0027230,4471-KXAUH,2024-09-01,378.69
LOG-0027231,4471-KXAUH,2024-08-01,242.81
LOG-0027232,4471-KXAUH,2024-07-01,321.63
LOG-0027233,4471-KXAUH,2024-06-01,342.7
LOG-0027234,4471-KXAUH,2024-05-01,276.59
LOG-0027235,4471-KXAUH,2024-04-01,325.88
LOG-0027236,4471-KXAUH,2024-03-01,371.41
LOG-0027237,4471-KXAUH,2024-02-01,315.69
LOG-0027238,4471-KXAUH,2024-01-01,293.7
LOG-0027239,4471-KXAUH,2023-12-01,315.05
LOG-0027240,4471-KXAUH,2023-11-01,327.1
LOG-0027241,4471-KXAUH,2023-10-01,332.01
LOG-0027242,4471-KXAUH,2023-09-01,304.5
LOG-0027243,4471-KXAUH,2023-08-01,265.18
LOG-0027244,4471-KXAUH,2023-07-01,307.11
LOG-0027245,4471-KXAUH,2023-06-01,322.4
LOG-0027246,4471-KXAUH,2023-05-01,261.45
LOG-0027247,4471-KXAUH,2023-04-01,250.83
LOG-0027248,4471-KXAUH,2023-03-01,185.89
LOG-0027249,4471-KXAUH,2023-02-01,395.27
LOG-0027250,4471-KXAUH,2023-01-01,235.83
LOG-0027251,4471-KXAUH,2022-12-01,255.93
LOG-0027252,4471-KXAUH,2022-11-01,195.04
LOG-0027253,4471-KXAUH,2022-10-01,229.22
LOG-0027254,4471-KXAUH,2022-09-01,235.04
LOG-0027255,4471-KXAUH,2022-08-01,347.94
LOG-0027256,4471-KXAUH,2022-07-01,264.23
LOG-0027257,4471-KXAUH,2022-06-01,320.17
LOG-0027258,5995-SNNEW,2025-11-01,351.17
LOG-0027259,5995-SNNEW,2025-10-01,582.91
LOG-0027260,5995-SNNEW,2025-09-01,363.61
LOG-0027261,5995-SNNEW,2025-08-01,460.9
LOG-0027262,5995-SNNEW,2025-07-01,382.79
LOG-0027263,5995-SNNEW,2025-06-01,377.2
LOG-0027264,5995-SNNEW,2025-05-01,276.31
LOG-0027265,5995-SNNEW,2025-04-01,344.15
LOG-0027266,5995-SNNEW,2025-03-01,490.98
LOG-0027267,5995-SNNEW,2025-02-01,472.16
LOG-0027268,5995-SNNEW,2025-01-01,387.52
LOG-0027269,5995-SNNEW,2024-12-01,272.85
LOG-0027270,5995-SNNEW,2024-11-01,373.37
LOG-0027271,5995-SNNEW,2024-10-01,474.27
LOG-0027272,5995-SNNEW,2024-09-01,436.3
LOG-0027273,5995-SNNEW,2024-08-01,338.84
LOG-0027274,5995-SNNEW,2024-07-01,475.64
LOG-0027275,5995-SNNEW,2024-06-01,527.04
LOG-0027276,5995-SNNEW,2024-05-01,254.79
LOG-0027277,5995-SNNEW,2024-04-01,347.71
LOG-0027278,5995-SNNEW,2024-03-01,424.47
LOG-0027279,5995-SNNEW,2024-02-01,476.12
LOG-0027280,5995-SNNEW,2024-01-01,354.48
LOG-0027281,4822-LPTYJ,2025-11-01,295.05
LOG-0027282,4822-LPTYJ,2025-10-01,506.39
LOG-0027283,4822-LPTYJ,2025-09-01,470.97
LOG-0027284,4822-LPTYJ,2025-08-01,394.52
LOG-0027285,4822-LPTYJ,2025-07-01,481.38
LOG-0027286,4822-LPTYJ,2025-06-01,341.8
LOG-0027287,4822-LPTYJ,2025-05-01,482.32
LOG-0027288,4822-LPTYJ,2025-04-01,406.63
LOG-0027289,4822-LPTYJ,2025-03-01,445.89
LOG-0027290,4822-LPTYJ,2025-02-01,349.93
LOG-0027291,4822-LPTYJ,2025-01-01,406.81
LOG-0027292,4822-LPTYJ,2024-12-01,476.08
LOG-0027293,4822-LPTYJ,2024-11-01,373.59
LOG-0027294,4822-LPTYJ,2024-10-01,433.37
LOG-0027295,4822-LPTYJ,2024-09-01,562.34
LOG-0027296,4822-LPTYJ,2024-08-01,392.02
LOG-0027297,4822-LPTYJ,2024-07-01,398.59
LOG-0027298,4822-LPTYJ,2024-06-01,317.89
LOG-0027299,4822-LPTYJ,2024-05-01,389.65
LOG-0027300,4822-LPTYJ,2024-04-01,436.25
LOG-0027301,4822-LPTYJ,2024-03-01,338.27
LOG-0027302,4822-LPTYJ,2024-02-01,353.68
LOG-0027303,4822-LPTYJ,2024-01-01,377.79
LOG-0027304,4822-LPTYJ,2023-12-01,376.16
LOG-0027305,4822-LPTYJ,2023-11-01,318.7
LOG-0027306,4822-LPTYJ,2023-10-01,401.06
LOG-0027307,4822-LPTYJ,2023-09-01,451.5
LOG-0027308,4822-LPTYJ,2023-08-01,513.97
LOG-0027309,4822-LPTYJ,2023-07-01,368.04
LOG-0027310,4822-LPTYJ,2023-06-01,329.14
LOG-0027311,4822-LPTYJ,2023-05-01,416.85
LOG-0027312,4822-LPTYJ,2023-04-01,344.94
LOG-0027313,4822-LPTYJ,2023-03-01,240.15
LOG-0027314,4822-LPTYJ,2023-02-01,486.46
LOG-0027315,4822-LPTYJ,2023-01-01,416.62
LOG-0027316,4822-LPTYJ,2022-12-01,283.42
LOG-0027317,4822-LPTYJ,2022-11-01,451.18
LOG-0027318,4822-LPTYJ,2022-10-01,430.33
LOG-0027319,4822-LPTYJ,2022-09-01,420.32
LOG-0027320,4822-LPTYJ,2022-08-01,314.56
LOG-0027321,4822-LPTYJ,2022-07-01,414.4
LOG-0027322,4822-LPTYJ,2022-06-01,417.32
LOG-0027323,4822-LPTYJ,2022-05-01,529.42
LOG-0027324,4822-LPTYJ,2022-04-01,336.15
LOG-0027325,4822-LPTYJ,2022-03-01,452.24
LOG-0027326,4822-LPTYJ,2022-02-01,346.15
LOG-0027327,4822-LPTYJ,2022-01-01,368.03
LOG-0027328,4822-LPTYJ,2021-12-01,340.11
LOG-0027329,4822-LPTYJ,2021-11-01,450.55
LOG-0027330,4822-LPTYJ,2021-10-01,447.92
LOG-0027331,4822-LPTYJ,2021-09-01,364.45
LOG-0027332,4822-LPTYJ,2021-08-01,365.05
LOG-0027333,4822-LPTYJ,2021-07-01,505.77
LOG-0027334,4822-LPTYJ,2021-06-01,387.55
LOG-0027335,4822-LPTYJ,2021-05-01,412.19
LOG-0027336,4822-LPTYJ,2021-04-01,456.53
LOG-0027337,4822-LPTYJ,2021-03-01,530.81
LOG-0027338,4822-LPTYJ,2021-02-01,393.85
LOG-0027339,4822-LPTYJ,2021-01-01,322.36
LOG-0027340,4822-LPTYJ,2020-12-01,426.33
LOG-0027341,4822-LPTYJ,2020-11-01,448.23
LOG-0027342,4822-LPTYJ,2020-10-01,451.93
LOG-0027343,4822-LPTYJ,2020-09-01,386.14
LOG-0027344,4822-LPTYJ,2020-08-01,505.31
LOG-0027345,4822-LPTYJ,2020-07-01,497.26
LOG-0027346,4822-LPTYJ,2020-06-01,324.07
LOG-0027347,4822-LPTYJ,2020-05-01,405.54
LOG-0027348,4822-LPTYJ,2020-04-01,386.34
LOG-0027349,4822-LPTYJ,2020-03-01,360.21
LOG-0027350,4822-LPTYJ,2020-02-01,343.58
LOG-0027351,4822-LPTYJ,2020-01-01,369.58
LOG-0027352,4822-LPTYJ,2019-12-01,436.04
LOG-0027353,0909-SDHNU,2025-11-01,50.36
LOG-0027354,0909-SDHNU,2025-10-01,23.82
LOG-0027355,0909-SDHNU,2025-09-01,62.14
LOG-0027356,0909-SDHNU,2025-08-01,42.09
LOG-0027357,0909-SDHNU,2025-07-01,62.69
LOG-0027358,0909-SDHNU,2025-06-01,63.95
LOG-0027359,0909-SDHNU,2025-05-01,54.75
LOG-0027360,9644-KVCNC,2025-11-01,351.07
LOG-0027361,9644-KVCNC,2025-10-01,313.46
LOG-0027362,9644-KVCNC,2025-09-01,403.7
LOG-0027363,9644-KVCNC,2025-08-01,293.18
LOG-0027364,9644-KVCNC,2025-07-01,379.94
LOG-0027365,9644-KVCNC,2025-06-01,166.83
LOG-0027366,9644-KVCNC,2025-05-01,280.39
LOG-0027367,9644-KVCNC,2025-04-01,283.35
LOG-0027368,9644-KVCNC,2025-03-01,404.58
LOG-0027369,9644-KVCNC,2025-02-01,394.26
LOG-0027370,9644-KVCNC,2025-01-01,199.69
LOG-0027371,9644-KVCNC,2024-12-01,336.71
LOG-0027372,9644-KVCNC,2024-11-01,395.74
LOG-0027373,9644-KVCNC,2024-10-01,316.74
LOG-0027374,9644-KVCNC,2024-09-01,261.55
LOG-0027375,9644-KVCNC,2024-08-01,310.25
LOG-0027376,9644-KVCNC,2024-07-01,420.74
LOG-0027377,9644-KVCNC,2024-06-01,259.45
LOG-0027378,9644-KVCNC,2024-05-01,289.15
LOG-0027379,9644-KVCNC,2024-04-01,244.36
LOG-0027380,9644-KVCNC,2024-03-01,401.57
LOG-0027381,9644-KVCNC,2024-02-01,323.68
LOG-0027382,9644-KVCNC,2024-01-01,351.37
LOG-0027383,9644-KVCNC,2023-12-01,454.02
LOG-0027384,9644-KVCNC,2023-11-01,370.82
LOG-0027385,9644-KVCNC,2023-10-01,382.71
LOG-0027386,9644-KVCNC,2023-09-01,331.89
LOG-0027387,9644-KVCNC,2023-08-01,301.12
LOG-0027388,9644-KVCNC,2023-07-01,312.99
LOG-0027389,9644-KVCNC,2023-06-01,453.97
LOG-0027390,9644-KVCNC,2023-05-01,377.81
LOG-0027391,9644-KVCNC,2023-04-01,341.3
LOG-0027392,9644-KVCNC,2023-03-01,372.85
LOG-0027393,9644-KVCNC,2023-02-01,407.14
LOG-0027394,9644-KVCNC,2023-01-01,403.54
LOG-0027395,9644-KVCNC,2022-12-01,395.01
LOG-0027396,9644-KVCNC,2022-11-01,350.08
LOG-0027397,9644-KVCNC,2022-10-01,283.24
LOG-0027398,9644-KVCNC,2022-09-01,248.55
LOG-0027399,9644-KVCNC,2022-08-01,373.14
LOG-0027400,9644-KVCNC,2022-07-01,400.84
LOG-0027401,9644-KVCNC,2022-06-01,306.14
LOG-0027402,9644-KVCNC,2022-05-01,298.08
LOG-0027403,9644-KVCNC,2022-04-01,321.03
LOG-0027404,9644-KVCNC,2022-03-01,495.88
LOG-0027405,9644-KVCNC,2022-02-01,226.24
LOG-0027406,9644-KVCNC,2022-01-01,304.85
LOG-0027407,9644-KVCNC,2021-12-01,263.63
LOG-0027408,9644-KVCNC,2021-11-01,242.11
LOG-0027409,9644-KVCNC,2021-10-01,387.07
LOG-0027410,9644-KVCNC,2021-09-01,372.06
LOG-0027411,9644-KVCNC,2021-08-01,273.67
LOG-0027412,9644-KVCNC,2021-07-01,356.53
LOG-0027413,9644-KVCNC,2021-06-01,246.6
LOG-0027414,9644-KVCNC,2021-05-01,421.35
LOG-0027415,9644-KVCNC,2021-04-01,287.55
LOG-0027416,9644-KVCNC,2021-03-01,363.87
LOG-0027417,9644-KVCNC,2021-02-01,269.54
LOG-0027418,9644-KVCNC,2021-01-01,279.43
LOG-0027419,9644-KVCNC,2020-12-01,557.07
LOG-0027420,9644-KVCNC,2020-11-01,285.74
LOG-0027421,9644-KVCNC,2020-10-01,291.59
LOG-0027422,9644-KVCNC,2020-09-01,278.01
LOG-0027423,9644-KVCNC,2020-08-01,396.68
LOG-0027424,9644-KVCNC,2020-07-01,341.96
LOG-0027425,9644-KVCNC,2020-06-01,484.12
LOG-0027426,8199-ZLLSA,2025-11-01,44.45
LOG-0027427,8199-ZLLSA,2025-10-01,32.74
LOG-0027428,8199-ZLLSA,2025-09-01,413.05
LOG-0027429,8199-ZLLSA,2025-08-01,332.86
LOG-0027430,8199-ZLLSA,2025-07-01,399.12
LOG-0027431,8199-ZLLSA,2025-06-01,438.37
LOG-0027432,8199-ZLLSA,2025-05-01,393.22
LOG-0027433,8199-ZLLSA,2025-04-01,398.22
LOG-0027434,8199-ZLLSA,2025-03-01,528.36
LOG-0027435,8199-ZLLSA,2025-02-01,473.99
LOG-0027436,8199-ZLLSA,2025-01-01,345.74
LOG-0027437,8199-ZLLSA,2024-12-01,413.86
LOG-0027438,8199-ZLLSA,2024-11-01,414.63
LOG-0027439,8199-ZLLSA,2024-10-01,471.36
LOG-0027440,8199-ZLLSA,2024-09-01,418.9
LOG-0027441,8199-ZLLSA,2024-08-01,443.03
LOG-0027442,8199-ZLLSA,2024-07-01,326.2
LOG-0027443,8199-ZLLSA,2024-06-01,431.37
LOG-0027444,8199-ZLLSA,2024-05-01,465.74
LOG-0027445,8199-ZLLSA,2024-04-01,418.64
LOG-0027446,8199-ZLLSA,2024-03-01,432.81
LOG-0027447,8199-ZLLSA,2024-02-01,374.1
LOG-0027448,8199-ZLLSA,2024-01-01,265.61
LOG-0027449,8199-ZLLSA,2023-12-01,583.86
LOG-0027450,8199-ZLLSA,2023-11-01,442.1
LOG-0027451,8199-ZLLSA,2023-10-01,454.17
LOG-0027452,8199-ZLLSA,2023-09-01,516.65
LOG-0027453,8199-ZLLSA,2023-08-01,373.4
LOG-0027454,8199-ZLLSA,2023-07-01,418.83
LOG-0027455,8199-ZLLSA,2023-06-01,349.61
LOG-0027456,8199-ZLLSA,2023-05-01,440.75
LOG-0027457,8199-ZLLSA,2023-04-01,475.28
LOG-0027458,8199-ZLLSA,2023-03-01,369.55
LOG-0027459,8199-ZLLSA,2023-02-01,487.24
LOG-0027460,8199-ZLLSA,2023-01-01,363.94
LOG-0027461,8199-ZLLSA,2022-12-01,405.71
LOG-0027462,8199-ZLLSA,2022-11-01,332.07
LOG-0027463,8199-ZLLSA,2022-10-01,319.65
LOG-0027464,8199-ZLLSA,2022-09-01,510.13
LOG-0027465,8199-ZLLSA,2022-08-01,386.57
LOG-0027466,8199-ZLLSA,2022-07-01,305.38
LOG-0027467,8199-ZLLSA,2022-06-01,395.63
LOG-0027468,8199-ZLLSA,2022-05-01,436.71
LOG-0027469,8199-ZLLSA,2022-04-01,318.03
LOG-0027470,8199-ZLLSA,2022-03-01,483.23
LOG-0027471,8199-ZLLSA,2022-02-01,338.68
LOG-0027472,8199-ZLLSA,2022-01-01,417.12
LOG-0027473,8199-ZLLSA,2021-12-01,343.01
LOG-0027474,8199-ZLLSA,2021-11-01,281.55
LOG-0027475,8199-ZLLSA,2021-10-01,427.44
LOG-0027476,8199-ZLLSA,2021-09-01,292.83
LOG-0027477,8199-ZLLSA,2021-08-01,266.58
LOG-0027478,8199-ZLLSA,2021-07-01,398.3
LOG-0027479,8199-ZLLSA,2021-06-01,348.95
LOG-0027480,8199-ZLLSA,2021-05-01,329.81
LOG-0027481,8199-ZLLSA,2021-04-01,416.93
LOG-0027482,8199-ZLLSA,2021-03-01,377.38
LOG-0027483,8199-ZLLSA,2021-02-01,368.92
LOG-0027484,8199-ZLLSA,2021-01-01,381.93
LOG-0027485,8199-ZLLSA,2020-12-01,400.62
LOG-0027486,8199-ZLLSA,2020-11-01,335.01
LOG-0027487,8199-ZLLSA,2020-10-01,416.63
LOG-0027488,8199-ZLLSA,2020-09-01,399.65
LOG-0027489,8199-ZLLSA,2020-08-01,400.22
LOG-0027490,8199-ZLLSA,2020-07-01,372.64
LOG-0027491,8199-ZLLSA,2020-06-01,444.24
LOG-0027492,8199-ZLLSA,2020-05-01,393.86
LOG-0027493,3384-CTMSF,2025-11-01,453.71
LOG-0027494,3384-CTMSF,2025-10-01,505.83
LOG-0027495,3384-CTMSF,2025-09-01,360.5
LOG-0027496,3384-CTMSF,2025-08-01,449.91
LOG-0027497,3384-CTMSF,2025-07-01,458.35
LOG-0027498,3384-CTMSF,2025-06-01,320.13
LOG-0027499,3384-CTMSF,2025-05-01,455.08
LOG-0027500,3384-CTMSF,2025-04-01,437.4
LOG-0027501,3384-CTMSF,2025-03-01,417.35
LOG-0027502,3384-CTMSF,2025-02-01,331.79
LOG-0027503,3384-CTMSF,2025-01-01,305.37
LOG-0027504,3384-CTMSF,2024-12-01,421.17
LOG-0027505,3384-CTMSF,2024-11-01,384.69
LOG-0027506,3384-CTMSF,2024-10-01,274.8
LOG-0027507,3384-CTMSF,2024-09-01,300.85
LOG-0027508,3384-CTMSF,2024-08-01,361.54
LOG-0027509,3384-CTMSF,2024-07-01,454.89
LOG-0027510,3384-CTMSF,2024-06-01,310.63
LOG-0027511,3384-CTMSF,2024-05-01,347.14
LOG-0027512,3384-CTMSF,2024-04-01,316.47
LOG-0027513,3384-CTMSF,2024-03-01,379.83
LOG-0027514,3384-CTMSF,2024-02-01,385.75
LOG-0027515,3384-CTMSF,2024-01-01,435.0
LOG-0027516,3384-CTMSF,2023-12-01,476.18
LOG-0027517,3384-CTMSF,2023-11-01,353.79
LOG-0027518,3384-CTMSF,2023-10-01,488.04
LOG-0027519,3384-CTMSF,2023-09-01,447.41
LOG-0027520,3384-CTMSF,2023-08-01,368.02
LOG-0027521,3384-CTMSF,2023-07-01,356.63
LOG-0027522,3384-CTMSF,2023-06-01,380.24
LOG-0027523,3384-CTMSF,2023-05-01,401.54
LOG-0027524,3384-CTMSF,2023-04-01,561.06
LOG-0027525,3384-CTMSF,2023-03-01,404.54
LOG-0027526,3384-CTMSF,2023-02-01,319.16
LOG-0027527,3384-CTMSF,2023-01-01,488.65
LOG-0027528,3384-CTMSF,2022-12-01,522.86
LOG-0027529,3384-CTMSF,2022-11-01,329.34
LOG-0027530,3384-CTMSF,2022-10-01,414.1
LOG-0027531,3384-CTMSF,2022-09-01,277.33
LOG-0027532,3384-CTMSF,2022-08-01,431.67
LOG-0027533,3384-CTMSF,2022-07-01,349.68
LOG-0027534,3384-CTMSF,2022-06-01,455.43
LOG-0027535,3384-CTMSF,2022-05-01,429.46
LOG-0027536,3384-CTMSF,2022-04-01,422.64
LOG-0027537,3384-CTMSF,2022-03-01,391.06
LOG-0027538,3384-CTMSF,2022-02-01,369.61
LOG-0027539,3384-CTMSF,2022-01-01,453.04
LOG-0027540,4128-ETESU,2025-11-01,408.42
LOG-0027541,4128-ETESU,2025-10-01,436.4
LOG-0027542,4128-ETESU,2025-09-01,366.46
LOG-0027543,4128-ETESU,2025-08-01,415.89
LOG-0027544,4128-ETESU,2025-07-01,375.74
LOG-0027545,4128-ETESU,2025-06-01,441.29
LOG-0027546,4128-ETESU,2025-05-01,353.68
LOG-0027547,4128-ETESU,2025-04-01,457.94
LOG-0027548,4128-ETESU,2025-03-01,433.98
LOG-0027549,4128-ETESU,2025-02-01,370.13
LOG-0027550,4128-ETESU,2025-01-01,412.63
LOG-0027551,4128-ETESU,2024-12-01,481.68
LOG-0027552,4128-ETESU,2024-11-01,413.78
LOG-0027553,4128-ETESU,2024-10-01,268.65
LOG-0027554,4128-ETESU,2024-09-01,397.89
LOG-0027555,4128-ETESU,2024-08-01,425.97
LOG-0027556,4128-ETESU,2024-07-01,316.81
LOG-0027557,4128-ETESU,2024-06-01,354.05
LOG-0027558,4128-ETESU,2024-05-01,372.97
LOG-0027559,4128-ETESU,2024-04-01,444.67
LOG-0027560,4128-ETESU,2024-03-01,473.65
LOG-0027561,4128-ETESU,2024-02-01,451.27
LOG-0027562,4128-ETESU,2024-01-01,435.89
LOG-0027563,4128-ETESU,2023-12-01,510.19
LOG-0027564,4128-ETESU,2023-11-01,464.28
LOG-0027565,4128-ETESU,2023-10-01,399.24
LOG-0027566,4128-ETESU,2023-09-01,403.19
LOG-0027567,4128-ETESU,2023-08-01,413.1
LOG-0027568,4128-ETESU,2023-07-01,386.38
LOG-0027569,4128-ETESU,2023-06-01,428.73
LOG-0027570,4128-ETESU,2023-05-01,381.28
LOG-0027571,4128-ETESU,2023-04-01,520.67
LOG-0027572,4128-ETESU,2023-03-01,349.69
LOG-0027573,4128-ETESU,2023-02-01,481.86
LOG-0027574,4128-ETESU,2023-01-01,317.26
LOG-0027575,4128-ETESU,2022-12-01,388.43
LOG-0027576,4128-ETESU,2022-11-01,401.61
LOG-0027577,4128-ETESU,2022-10-01,402.29
LOG-0027578,4128-ETESU,2022-09-01,522.21
LOG-0027579,4128-ETESU,2022-08-01,438.88
LOG-0027580,4128-ETESU,2022-07-01,336.16
LOG-0027581,4128-ETESU,2022-06-01,439.25
LOG-0027582,4128-ETESU,2022-05-01,382.79
LOG-0027583,4128-ETESU,2022-04-01,366.65
LOG-0027584,4128-ETESU,2022-03-01,568.84
LOG-0027585,4128-ETESU,2022-02-01,499.27
LOG-0027586,4128-ETESU,2022-01-01,458.94
LOG-0027587,2181-UAESM,2025-11-01,53.75
LOG-0027588,2181-UAESM,2025-10-01,55.56
LOG-0027589,4029-HPFVY,2025-11-01,385.6
LOG-0027590,4029-HPFVY,2025-10-01,333.24
LOG-0027591,4029-HPFVY,2025-09-01,296.69
LOG-0027592,8755-IWJHN,2025-11-01,394.33
LOG-0027593,8755-IWJHN,2025-10-01,338.87
LOG-0027594,8755-IWJHN,2025-09-01,375.1
LOG-0027595,8755-IWJHN,2025-08-01,409.56
LOG-0027596,8755-IWJHN,2025-07-01,323.82
LOG-0027597,8755-IWJHN,2025-06-01,308.21
