change_id,customerID,data_evento,tipo_alteracao,servico
CHG-010822,2522-AHJXR,2023-12-31,ADD,StreamingMovies
CHG-010823,0412-UCCNP,2021-04-26,ADD,DSL
CHG-010824,0412-UCCNP,2022-06-09,ADD,OnlineSecurity
CHG-010825,0412-UCCNP,2024-03-13,ADD,DeviceProtection
CHG-010826,0412-UCCNP,2023-05-06,ADD,TechSupport
CHG-010827,1816-FLZDK,2025-10-02,ADD,DSL
CHG-010828,1816-FLZDK,2025-10-25,ADD,TechSupport
CHG-010829,8443-ZRDBZ,2025-07-04,ADD,Fiber optic
CHG-010830,9136-ALYBR,2025-10-02,ADD,DSL
CHG-010831,4615-PIVVU,2022-05-21,ADD,DSL
CHG-010832,4615-PIVVU,2022-09-24,ADD,DeviceProtection
CHG-010833,4615-PIVVU,2025-08-16,ADD,TechSupport
CHG-010834,4615-PIVVU,2024-05-08,ADD,StreamingMovies
CHG-010835,8885-QSQBX,2025-10-02,ADD,DSL
CHG-010836,8885-QSQBX,2025-10-06,ADD,OnlineSecurity
CHG-010837,7479-NITWS,2025-04-05,ADD,Fiber optic
CHG-010838,7479-NITWS,2025-09-27,ADD,DeviceProtection
CHG-010839,7479-NITWS,2025-10-30,ADD,StreamingTV
CHG-010840,8617-ENBDS,2025-08-03,ADD,Fiber optic
CHG-010841,8617-ENBDS,2025-10-16,ADD,DeviceProtection
CHG-010842,9385-NXKDA,2019-12-03,ADD,DSL
CHG-010843,9385-NXKDA,2022-03-23,ADD,OnlineSecurity
CHG-010844,9385-NXKDA,2023-10-09,ADD,OnlineBackup
CHG-010845,9385-NXKDA,2024-02-24,ADD,DeviceProtection
CHG-010846,9385-NXKDA,2020-01-18,ADD,StreamingTV
CHG-010847,9385-NXKDA,2020-09-29,ADD,StreamingMovies
CHG-010848,0430-IHCDJ,2024-08-08,ADD,DSL
CHG-010849,2959-MJHIC,2025-07-04,ADD,Fiber optic
CHG-010850,2959-MJHIC,2025-07-25,ADD,StreamingTV
CHG-010851,4201-JMNGR,2025-10-02,ADD,DSL
CHG-010852,4201-JMNGR,2025-10-17,ADD,OnlineSecurity
CHG-010853,4201-JMNGR,2025-10-18,ADD,DeviceProtection
CHG-010854,9351-HXDMR,2019-12-03,ADD,Fiber optic
CHG-010855,9351-HXDMR,2020-10-24,ADD,OnlineSecurity
CHG-010856,9351-HXDMR,2022-01-25,ADD,DeviceProtection
CHG-010857,9351-HXDMR,2020-07-25,ADD,TechSupport
CHG-010858,9351-HXDMR,2024-04-02,ADD,StreamingTV
CHG-010859,9351-HXDMR,2022-02-01,ADD,StreamingMovies
CHG-010860,3537-HPKQT,2021-04-26,ADD,Fiber optic
CHG-010861,3537-HPKQT,2021-07-28,ADD,OnlineBackup
CHG-010862,5960-WPXQM,2025-10-02,ADD,Fiber optic
CHG-010863,5960-WPXQM,2025-10-29,ADD,StreamingTV
CHG-010864,0684-AOSIH,2025-10-02,ADD,Fiber optic
CHG-010865,0684-AOSIH,2025-10-30,ADD,OnlineSecurity
CHG-010866,0684-AOSIH,2025-10-10,ADD,StreamingTV
CHG-010867,0684-AOSIH,2025-10-24,ADD,StreamingMovies
CHG-010868,0684-AOSIH,2025-09-05,REMOVE,OnlineSecurity
CHG-010869,8260-NGFNY,2025-10-02,ADD,DSL
CHG-010870,1309-XGFSN,2021-07-25,ADD,DSL
CHG-010871,1309-XGFSN,2022-02-04,ADD,OnlineBackup
CHG-010872,1309-XGFSN,2021-09-27,ADD,DeviceProtection
CHG-010873,1309-XGFSN,2025-07-07,ADD,StreamingTV
CHG-010874,1309-XGFSN,2022-06-20,ADD,StreamingMovies
CHG-010875,1866-RZZQS,2022-06-20,ADD,Fiber optic
CHG-010876,1866-RZZQS,2023-12-28,ADD,DeviceProtection
CHG-010877,1866-RZZQS,2022-10-02,ADD,StreamingTV
CHG-010878,1866-RZZQS,2023-03-20,ADD,StreamingMovies
CHG-010879,6968-URWQU,2022-04-21,ADD,DSL
CHG-010880,6968-URWQU,2022-05-20,ADD,StreamingTV
CHG-010881,9631-XEYKE,2025-08-03,ADD,DSL
CHG-010882,8631-NBHFZ,2020-05-31,ADD,DSL
CHG-010883,8631-NBHFZ,2023-04-25,ADD,OnlineSecurity
CHG-010884,8631-NBHFZ,2020-10-19,ADD,OnlineBackup
CHG-010885,8631-NBHFZ,2023-10-27,ADD,DeviceProtection
CHG-010886,8631-NBHFZ,2025-05-17,ADD,TechSupport
CHG-010887,8631-NBHFZ,2022-06-03,ADD,StreamingTV
CHG-010888,8631-NBHFZ,2025-08-20,REMOVE,OnlineSecurity
CHG-010889,1335-MXCSE,2021-04-26,ADD,DSL
CHG-010890,1335-MXCSE,2023-04-27,ADD,DeviceProtection
CHG-010891,1335-MXCSE,2024-05-21,ADD,TechSupport
CHG-010892,8800-JOOCF,2024-11-06,ADD,Fiber optic
CHG-010893,8800-JOOCF,2025-01-11,ADD,StreamingTV
CHG-010894,1469-LBJQJ,2020-05-31,ADD,Fiber optic
CHG-010895,1469-LBJQJ,2022-12-16,ADD,OnlineBackup
CHG-010896,1469-LBJQJ,2023-11-19,ADD,DeviceProtection
CHG-010897,1469-LBJQJ,2023-06-21,ADD,StreamingTV
CHG-010898,1469-LBJQJ,2021-03-25,ADD,StreamingMovies
CHG-010899,4958-XCBDQ,2022-12-17,ADD,Fiber optic
CHG-010900,4958-XCBDQ,2024-12-01,ADD,DeviceProtection
CHG-010901,4958-XCBDQ,2024-10-23,ADD,StreamingTV
CHG-010902,4958-XCBDQ,2023-12-25,ADD,StreamingMovies
CHG-010903,8337-UPOAQ,2025-01-05,ADD,Fiber optic
CHG-010904,8337-UPOAQ,2025-08-27,ADD,DeviceProtection
CHG-010905,8337-UPOAQ,2025-08-29,ADD,StreamingMovies
CHG-010906,0064-YIJGF,2023-08-14,ADD,Fiber optic
CHG-010907,2386-OWURY,2021-01-26,ADD,Fiber optic
CHG-010908,2386-OWURY,2021-12-05,ADD,TechSupport
CHG-010909,2386-OWURY,2021-09-12,ADD,StreamingTV
CHG-010910,2386-OWURY,2025-09-01,ADD,StreamingMovies
CHG-010911,1725-IQNIY,2021-05-26,ADD,Fiber optic
CHG-010912,1725-IQNIY,2025-09-21,ADD,OnlineSecurity
CHG-010913,1725-IQNIY,2024-07-16,ADD,OnlineBackup
CHG-010914,1725-IQNIY,2025-04-01,ADD,DeviceProtection
CHG-010915,1725-IQNIY,2024-09-04,ADD,TechSupport
CHG-010916,1725-IQNIY,2023-02-19,ADD,StreamingTV
CHG-010917,1725-IQNIY,2021-10-16,ADD,StreamingMovies
CHG-010918,1725-IQNIY,2025-09-18,REMOVE,OnlineSecurity
CHG-010919,3453-RTHJQ,2025-05-05,ADD,Fiber optic
CHG-010920,6712-OAWRH,2023-09-13,ADD,Fiber optic
CHG-010921,6712-OAWRH,2024-01-19,ADD,StreamingTV
CHG-010922,6712-OAWRH,2024-12-06,ADD,StreamingMovies
CHG-010923,4280-DLSHD,2025-03-06,ADD,DSL
CHG-010924,4280-DLSHD,2025-09-10,ADD,OnlineBackup
CHG-010925,4280-DLSHD,2025-07-29,ADD,DeviceProtection
CHG-010926,1508-DFXCU,2024-11-06,ADD,Fiber optic
CHG-010927,1508-DFXCU,2025-10-10,ADD,StreamingTV
CHG-010928,8614-VGMMV,2024-08-08,ADD,DSL
CHG-010929,7868-BGSZA,2022-04-21,ADD,DSL
CHG-010930,7868-BGSZA,2022-04-23,ADD,OnlineSecurity
CHG-010931,7868-BGSZA,2024-08-03,ADD,DeviceProtection
CHG-010932,7868-BGSZA,2023-06-06,ADD,StreamingTV
CHG-010933,7868-BGSZA,2024-01-31,ADD,StreamingMovies
CHG-010934,2800-QQUSO,2022-05-21,ADD,Fiber optic
CHG-010935,2800-QQUSO,2022-09-17,ADD,TechSupport
CHG-010936,2800-QQUSO,2023-01-20,ADD,StreamingTV
CHG-010937,2800-QQUSO,2024-11-16,ADD,StreamingMovies
CHG-010938,2930-UOTMB,2023-04-16,ADD,DSL
CHG-010939,2930-UOTMB,2023-08-10,ADD,OnlineSecurity
CHG-010940,2930-UOTMB,2025-09-10,ADD,DeviceProtection
CHG-010941,2930-UOTMB,2024-07-17,ADD,TechSupport
CHG-010942,2930-UOTMB,2025-09-19,REMOVE,OnlineSecurity
CHG-010943,7973-DZRKH,2020-05-31,ADD,Fiber optic
CHG-010944,7973-DZRKH,2022-11-07,ADD,OnlineSecurity
CHG-010945,7973-DZRKH,2022-02-08,ADD,DeviceProtection
CHG-010946,7973-DZRKH,2023-09-07,ADD,TechSupport
CHG-010947,5914-DVBWJ,2024-05-10,ADD,Fiber optic
CHG-010948,5914-DVBWJ,2025-01-22,ADD,OnlineBackup
CHG-010949,5914-DVBWJ,2024-09-04,ADD,TechSupport
CHG-010950,2533-QVMSK,2020-10-28,ADD,Fiber optic
CHG-010951,2533-QVMSK,2025-04-09,ADD,OnlineBackup
CHG-010952,2533-QVMSK,2022-09-15,ADD,TechSupport
CHG-010953,2533-QVMSK,2024-05-26,ADD,StreamingTV
CHG-010954,9773-PEQBZ,2025-01-05,ADD,Fiber optic
CHG-010955,9773-PEQBZ,2025-03-07,ADD,OnlineBackup
CHG-010956,8644-XLFBW,2025-10-02,ADD,Fiber optic
CHG-010957,0650-BWOZN,2024-05-10,ADD,Fiber optic
CHG-010958,0650-BWOZN,2025-08-10,ADD,OnlineBackup
CHG-010959,8625-AZYZY,2023-11-12,ADD,Fiber optic
CHG-010960,8625-AZYZY,2024-06-21,ADD,OnlineBackup
CHG-010961,8625-AZYZY,2025-05-18,ADD,DeviceProtection
CHG-010962,8625-AZYZY,2025-02-26,ADD,StreamingTV
CHG-010963,8625-AZYZY,2024-05-25,ADD,StreamingMovies
CHG-010964,2903-YYTBW,2025-10-02,ADD,DSL
CHG-010965,3620-MWJNE,2025-09-02,ADD,DSL
CHG-010966,3620-MWJNE,2025-09-07,ADD,OnlineSecurity
CHG-010967,3620-MWJNE,2025-10-17,ADD,TechSupport
CHG-010968,6837-HAEVO,2020-03-02,ADD,Fiber optic
CHG-010969,6837-HAEVO,2022-04-17,ADD,OnlineBackup
CHG-010970,6837-HAEVO,2020-12-23,ADD,DeviceProtection
CHG-010971,6837-HAEVO,2025-09-16,ADD,StreamingTV
CHG-010972,6837-HAEVO,2022-02-01,ADD,StreamingMovies
CHG-010973,6701-YVNQG,2019-12-03,ADD,DSL
CHG-010974,6701-YVNQG,2021-10-13,ADD,OnlineSecurity
CHG-010975,6701-YVNQG,2024-04-07,ADD,OnlineBackup
CHG-010976,6701-YVNQG,2024-10-09,ADD,DeviceProtection
CHG-010977,6701-YVNQG,2025-04-15,ADD,TechSupport
CHG-010978,6701-YVNQG,2023-02-22,ADD,StreamingTV
CHG-010979,6701-YVNQG,2020-12-07,ADD,StreamingMovies
CHG-010980,9306-CPCBC,2025-08-03,ADD,Fiber optic
CHG-010981,4304-XUMGI,2021-09-23,ADD,DSL
CHG-010982,4304-XUMGI,2023-05-18,ADD,OnlineSecurity
CHG-010983,4304-XUMGI,2025-01-09,ADD,OnlineBackup
CHG-010984,4304-XUMGI,2022-05-03,ADD,DeviceProtection
CHG-010985,4304-XUMGI,2022-06-05,ADD,StreamingMovies
CHG-010986,8819-ZBYNA,2021-01-26,ADD,Fiber optic
CHG-010987,8819-ZBYNA,2024-01-09,ADD,OnlineSecurity
CHG-010988,8819-ZBYNA,2023-04-11,ADD,OnlineBackup
CHG-010989,8819-ZBYNA,2025-05-09,ADD,TechSupport
CHG-010990,8819-ZBYNA,2022-05-09,ADD,StreamingTV
CHG-010991,8819-ZBYNA,2021-02-08,ADD,StreamingMovies
CHG-010992,6174-NRBTZ,2022-01-21,ADD,DSL
CHG-010993,6174-NRBTZ,2022-05-27,ADD,OnlineSecurity
CHG-010994,9481-IEBZY,2019-12-03,ADD,Fiber optic
CHG-010995,9481-IEBZY,2020-08-10,ADD,OnlineSecurity
CHG-010996,9481-IEBZY,2021-08-06,ADD,OnlineBackup
CHG-010997,9481-IEBZY,2022-11-11,ADD,DeviceProtection
CHG-010998,9481-IEBZY,2025-07-16,ADD,TechSupport
CHG-010999,9481-IEBZY,2020-10-27,ADD,StreamingTV
CHG-011000,9481-IEBZY,2020-10-21,ADD,StreamingMovies
CHG-011001,1833-VGRUM,2025-10-02,ADD,Fiber optic
CHG-011002,6137-NICCO,2025-05-05,ADD,Fiber optic
CHG-011003,6137-NICCO,2025-09-25,ADD,OnlineBackup
CHG-011004,6137-NICCO,2025-06-03,ADD,DeviceProtection
CHG-011005,6137-NICCO,2025-09-09,ADD,StreamingTV
CHG-011006,9065-ZCPQX,2019-12-03,ADD,DSL
CHG-011007,9065-ZCPQX,2024-04-27,ADD,OnlineSecurity
CHG-011008,9065-ZCPQX,2022-12-15,ADD,OnlineBackup
CHG-011009,9065-ZCPQX,2020-02-08,ADD,DeviceProtection
CHG-011010,9065-ZCPQX,2022-10-05,ADD,TechSupport
CHG-011011,9065-ZCPQX,2019-12-31,ADD,StreamingMovies
CHG-011012,6402-EJMWF,2025-07-04,ADD,DSL
CHG-011013,6402-EJMWF,2025-10-11,ADD,StreamingMovies
CHG-011014,8374-XGEJJ,2022-04-21,ADD,Fiber optic
CHG-011015,8374-XGEJJ,2022-10-23,ADD,OnlineBackup
CHG-011016,8374-XGEJJ,2023-06-07,ADD,StreamingTV
CHG-011017,8374-XGEJJ,2024-08-07,ADD,StreamingMovies
CHG-011018,2656-TABEH,2025-07-04,ADD,Fiber optic
CHG-011019,2656-TABEH,2025-07-08,ADD,OnlineBackup
CHG-011020,2656-TABEH,2025-08-13,ADD,StreamingTV
CHG-011021,2656-TABEH,2025-10-25,ADD,StreamingMovies
CHG-011022,6946-LMSQS,2023-10-13,ADD,Fiber optic
CHG-011023,6946-LMSQS,2025-10-20,ADD,OnlineSecurity
CHG-011024,6946-LMSQS,2025-02-10,ADD,StreamingMovies
CHG-011025,6946-LMSQS,2025-08-14,REMOVE,OnlineSecurity
CHG-011026,4626-OZDTJ,2021-08-24,ADD,DSL
CHG-011027,4626-OZDTJ,2021-08-28,ADD,OnlineBackup
CHG-011028,4626-OZDTJ,2021-10-26,ADD,TechSupport
CHG-011029,4626-OZDTJ,2025-05-25,ADD,StreamingTV
CHG-011030,4626-OZDTJ,2024-03-03,ADD,StreamingMovies
CHG-011031,9169-BSVIN,2024-11-06,ADD,DSL
CHG-011032,9169-BSVIN,2025-01-23,ADD,DeviceProtection
CHG-011033,9169-BSVIN,2024-12-04,ADD,StreamingTV
CHG-011034,9169-BSVIN,2025-07-19,ADD,StreamingMovies
CHG-011035,2325-ZUSFD,2021-02-25,ADD,DSL
CHG-011036,2325-ZUSFD,2023-11-15,ADD,OnlineSecurity
CHG-011037,2325-ZUSFD,2025-05-16,ADD,StreamingTV
CHG-011038,2325-ZUSFD,2024-03-02,ADD,StreamingMovies
CHG-011039,2325-ZUSFD,2025-10-01,REMOVE,OnlineSecurity
CHG-011040,6872-HXFNF,2020-07-30,ADD,DSL
CHG-011041,6872-HXFNF,2020-12-16,ADD,DeviceProtection
CHG-011042,6872-HXFNF,2022-12-25,ADD,TechSupport
CHG-011043,3932-CMDTD,2025-07-04,ADD,Fiber optic
CHG-011044,3932-CMDTD,2025-08-11,ADD,OnlineBackup
CHG-011045,3932-CMDTD,2025-10-23,ADD,DeviceProtection
CHG-011046,3932-CMDTD,2025-08-12,ADD,TechSupport
CHG-011047,3932-CMDTD,2025-10-08,ADD,StreamingTV
CHG-011048,3932-CMDTD,2025-09-07,ADD,StreamingMovies
CHG-011049,7714-YXSMB,2023-09-13,ADD,Fiber optic
CHG-011050,7714-YXSMB,2024-05-06,ADD,DeviceProtection
CHG-011051,7714-YXSMB,2023-12-25,ADD,StreamingTV
CHG-011052,7714-YXSMB,2024-11-18,ADD,StreamingMovies
CHG-011053,4039-HEUNW,2022-11-17,ADD,Fiber optic
CHG-011054,4039-HEUNW,2025-04-26,ADD,OnlineBackup
CHG-011055,4039-HEUNW,2024-05-15,ADD,StreamingTV
CHG-011056,4039-HEUNW,2025-06-03,ADD,StreamingMovies
CHG-011057,4039-HEUNW,2025-08-21,REMOVE,StreamingTV
CHG-011058,1194-HVAIF,2023-08-14,ADD,Fiber optic
CHG-011059,1194-HVAIF,2023-09-27,ADD,StreamingTV
CHG-011060,1194-HVAIF,2025-04-14,ADD,StreamingMovies
CHG-011061,0812-WUPTB,2025-10-02,ADD,Fiber optic
CHG-011062,3594-UVONA,2022-12-17,ADD,DSL
CHG-011063,3594-UVONA,2025-02-09,ADD,OnlineSecurity
CHG-011064,3594-UVONA,2025-09-07,ADD,DeviceProtection
CHG-011065,3594-UVONA,2025-07-18,ADD,TechSupport
CHG-011066,3594-UVONA,2024-02-25,ADD,StreamingTV
CHG-011067,3594-UVONA,2025-07-02,ADD,StreamingMovies
CHG-011068,3594-UVONA,2025-08-13,REMOVE,OnlineSecurity
CHG-011069,0004-TLHLJ,2025-07-04,ADD,Fiber optic
CHG-011070,0004-TLHLJ,2025-08-24,ADD,DeviceProtection
CHG-011071,1767-TGTKO,2025-03-06,ADD,DSL
CHG-011072,8805-JNRAZ,2025-09-02,ADD,DSL
CHG-011073,8805-JNRAZ,2025-10-07,ADD,OnlineBackup
CHG-011074,5089-IFSDP,2021-01-26,ADD,Fiber optic
CHG-011075,5089-IFSDP,2022-05-20,ADD,OnlineSecurity
CHG-011076,5089-IFSDP,2025-06-06,ADD,OnlineBackup
CHG-011077,5089-IFSDP,2024-07-02,ADD,DeviceProtection
CHG-011078,5089-IFSDP,2025-10-26,ADD,StreamingTV
CHG-011079,5089-IFSDP,2023-10-03,ADD,StreamingMovies
CHG-011080,6418-HNFED,2021-08-24,ADD,DSL
CHG-011081,6418-HNFED,2022-06-10,ADD,OnlineSecurity
CHG-011082,6418-HNFED,2024-12-14,ADD,OnlineBackup
CHG-011083,6418-HNFED,2025-07-30,ADD,DeviceProtection
CHG-011084,6418-HNFED,2021-09-17,ADD,TechSupport
CHG-011085,6418-HNFED,2022-09-02,ADD,StreamingTV
CHG-011086,6418-HNFED,2022-09-29,ADD,StreamingMovies
CHG-011087,7128-GGCNO,2022-01-21,ADD,Fiber optic
CHG-011088,0237-YFUTL,2021-09-23,ADD,Fiber optic
CHG-011089,0237-YFUTL,2025-02-06,ADD,OnlineSecurity
CHG-011090,0237-YFUTL,2023-12-08,ADD,OnlineBackup
CHG-011091,0237-YFUTL,2024-06-10,ADD,TechSupport
CHG-011092,0237-YFUTL,2023-05-06,ADD,StreamingTV
CHG-011093,0237-YFUTL,2024-06-06,ADD,StreamingMovies
CHG-011094,7691-KGKGP,2021-06-25,ADD,DSL
CHG-011095,7691-KGKGP,2024-03-02,ADD,OnlineBackup
CHG-011096,7691-KGKGP,2025-06-21,ADD,TechSupport
CHG-011097,7691-KGKGP,2022-10-18,ADD,StreamingTV
CHG-011098,6710-HSJRD,2020-10-28,ADD,Fiber optic
CHG-011099,6710-HSJRD,2021-08-27,ADD,OnlineBackup
CHG-011100,6710-HSJRD,2025-09-13,ADD,DeviceProtection
CHG-011101,6710-HSJRD,2023-11-04,ADD,TechSupport
CHG-011102,6710-HSJRD,2024-01-04,ADD,StreamingTV
CHG-011103,6710-HSJRD,2022-07-01,ADD,StreamingMovies
CHG-011104,0840-DCNZE,2021-12-22,ADD,DSL
CHG-011105,0840-DCNZE,2024-04-26,ADD,OnlineSecurity
CHG-011106,0840-DCNZE,2025-05-31,ADD,OnlineBackup
CHG-011107,0840-DCNZE,2024-02-01,ADD,DeviceProtection
CHG-011108,0840-DCNZE,2022-03-11,ADD,TechSupport
CHG-011109,0840-DCNZE,2022-10-19,ADD,StreamingTV
CHG-011110,0840-DCNZE,2022-02-24,ADD,StreamingMovies
CHG-011111,1732-FEKLD,2021-05-26,ADD,Fiber optic
CHG-011112,1732-FEKLD,2025-09-14,ADD,OnlineBackup
CHG-011113,1732-FEKLD,2025-08-23,ADD,DeviceProtection
CHG-011114,1732-FEKLD,2023-02-19,ADD,StreamingTV
CHG-011115,9862-KJTYK,2024-04-10,ADD,DSL
CHG-011116,0479-HMSWA,2023-09-13,ADD,Fiber optic
CHG-011117,0479-HMSWA,2025-02-01,ADD,OnlineBackup
CHG-011118,0479-HMSWA,2025-08-24,ADD,DeviceProtection
CHG-011119,0479-HMSWA,2024-06-25,ADD,TechSupport
CHG-011120,0479-HMSWA,2024-04-28,ADD,StreamingTV
CHG-011121,0479-HMSWA,2024-12-25,ADD,StreamingMovies
CHG-011122,0365-BZUWY,2024-06-09,ADD,Fiber optic
CHG-011123,0365-BZUWY,2024-10-13,ADD,OnlineBackup
CHG-011124,0365-BZUWY,2025-10-01,ADD,DeviceProtection
CHG-011125,0365-BZUWY,2025-06-09,ADD,StreamingTV
CHG-011126,0365-BZUWY,2024-12-06,ADD,StreamingMovies
CHG-011127,4817-VYYWS,2023-05-16,ADD,Fiber optic
CHG-011128,4817-VYYWS,2024-03-26,ADD,OnlineBackup
CHG-011129,4817-VYYWS,2023-06-23,ADD,StreamingTV
CHG-011130,4817-VYYWS,2024-09-19,ADD,StreamingMovies
CHG-011131,4922-CVPDX,2023-09-13,ADD,DSL
CHG-011132,4922-CVPDX,2025-01-12,ADD,OnlineBackup
CHG-011133,4922-CVPDX,2024-07-28,ADD,DeviceProtection
CHG-011134,4922-CVPDX,2024-04-22,ADD,StreamingTV
CHG-011135,4922-CVPDX,2025-09-04,ADD,StreamingMovies
CHG-011136,1396-QWFBJ,2024-02-10,ADD,Fiber optic
CHG-011137,1396-QWFBJ,2024-08-16,ADD,OnlineBackup
CHG-011138,1357-BIJKI,2021-09-23,ADD,Fiber optic
CHG-011139,1357-BIJKI,2022-08-09,ADD,OnlineBackup
CHG-011140,1357-BIJKI,2024-01-08,ADD,StreamingTV
CHG-011141,1357-BIJKI,2025-05-26,ADD,StreamingMovies
CHG-011142,1099-BTKWT,2020-04-01,ADD,DSL
CHG-011143,1099-BTKWT,2024-02-06,ADD,OnlineSecurity
CHG-011144,1099-BTKWT,2021-09-16,ADD,DeviceProtection
CHG-011145,1099-BTKWT,2023-03-03,ADD,StreamingTV
CHG-011146,1099-BTKWT,2025-05-04,ADD,StreamingMovies
CHG-011147,5299-SJCZT,2025-08-03,ADD,Fiber optic
CHG-011148,5299-SJCZT,2025-09-17,ADD,DeviceProtection
CHG-011149,5299-SJCZT,2025-10-22,ADD,StreamingTV
CHG-011150,5299-SJCZT,2025-10-24,ADD,StreamingMovies
CHG-011151,5299-SJCZT,2025-09-09,REMOVE,StreamingTV
CHG-011152,2018-PZKMU,2025-02-04,ADD,Fiber optic
CHG-011153,2018-PZKMU,2025-07-26,ADD,DeviceProtection
CHG-011154,2018-PZKMU,2025-08-02,ADD,TechSupport
CHG-011155,2018-PZKMU,2025-06-04,ADD,StreamingTV
CHG-011156,2018-PZKMU,2025-03-01,ADD,StreamingMovies
CHG-011157,7340-KEFQE,2021-08-24,ADD,DSL
CHG-011158,7340-KEFQE,2022-08-08,ADD,OnlineSecurity
CHG-011159,7340-KEFQE,2025-03-31,ADD,TechSupport
CHG-011160,4570-QHXHL,2025-02-04,ADD,DSL
CHG-011161,2403-BCASL,2022-06-20,ADD,Fiber optic
CHG-011162,2403-BCASL,2025-10-19,ADD,OnlineBackup
CHG-011163,2403-BCASL,2022-07-29,ADD,DeviceProtection
CHG-011164,2403-BCASL,2024-11-14,ADD,TechSupport
CHG-011165,2403-BCASL,2023-10-03,ADD,StreamingTV
CHG-011166,2403-BCASL,2024-09-24,ADD,StreamingMovies
CHG-011167,2403-BCASL,2025-08-25,REMOVE,TechSupport
CHG-011168,7392-YYPYJ,2024-01-11,ADD,Fiber optic
CHG-011169,7392-YYPYJ,2024-03-12,ADD,OnlineBackup
CHG-011170,7392-YYPYJ,2024-06-14,ADD,StreamingTV
CHG-011171,7392-YYPYJ,2024-02-14,ADD,StreamingMovies
CHG-011172,2898-LSJGD,2024-02-10,ADD,DSL
CHG-011173,2898-LSJGD,2024-02-27,ADD,OnlineSecurity
CHG-011174,2898-LSJGD,2025-07-14,ADD,DeviceProtection
CHG-011175,2898-LSJGD,2024-10-27,ADD,StreamingTV
CHG-011176,2898-LSJGD,2024-12-06,ADD,StreamingMovies
CHG-011177,2898-LSJGD,2025-08-15,REMOVE,OnlineSecurity
CHG-011178,2223-GDSHL,2020-01-02,ADD,Fiber optic
CHG-011179,2223-GDSHL,2020-07-05,ADD,OnlineSecurity
CHG-011180,2223-GDSHL,2023-09-30,ADD,OnlineBackup
CHG-011181,2223-GDSHL,2022-10-25,ADD,DeviceProtection
CHG-011182,2223-GDSHL,2023-07-30,ADD,TechSupport
CHG-011183,2223-GDSHL,2020-07-11,ADD,StreamingTV
CHG-011184,2223-GDSHL,2022-09-05,ADD,StreamingMovies
CHG-011185,7359-PTSXY,2025-10-02,ADD,DSL
CHG-011186,9470-RTWDV,2023-09-13,ADD,DSL
CHG-011187,9470-RTWDV,2025-04-14,ADD,DeviceProtection
CHG-011188,9470-RTWDV,2023-09-13,ADD,TechSupport
CHG-011189,9470-RTWDV,2024-10-09,ADD,StreamingTV
CHG-011190,9470-RTWDV,2025-06-04,ADD,StreamingMovies
CHG-011191,2176-OSJUV,2020-01-02,ADD,DSL
CHG-011192,2176-OSJUV,2025-09-14,ADD,OnlineSecurity
CHG-011193,2176-OSJUV,2022-01-03,ADD,OnlineBackup
CHG-011194,2176-OSJUV,2025-10-16,ADD,TechSupport
CHG-011195,9348-YVOMK,2025-07-04,ADD,DSL
CHG-011196,8104-OSKWT,2024-11-06,ADD,Fiber optic
CHG-011197,8104-OSKWT,2024-12-02,ADD,OnlineSecurity
CHG-011198,4521-YEEHE,2024-05-10,ADD,Fiber optic
CHG-011199,4521-YEEHE,2025-05-12,ADD,TechSupport
CHG-011200,4521-YEEHE,2025-04-25,ADD,StreamingTV
CHG-011201,4090-KPJIP,2025-08-03,ADD,Fiber optic
CHG-011202,3786-WOVKF,2019-12-03,ADD,Fiber optic
CHG-011203,3786-WOVKF,2020-10-10,ADD,OnlineSecurity
CHG-011204,3786-WOVKF,2022-12-31,ADD,OnlineBackup
CHG-011205,3786-WOVKF,2024-12-10,ADD,StreamingTV
CHG-011206,3786-WOVKF,2020-01-01,ADD,StreamingMovies
CHG-011207,4503-BDXBD,2024-12-06,ADD,Fiber optic
CHG-011208,4503-BDXBD,2025-06-20,ADD,OnlineBackup
CHG-011209,6086-ESGRL,2025-10-02,ADD,Fiber optic
CHG-011210,6086-ESGRL,2025-10-14,ADD,StreamingMovies
CHG-011211,3886-CERTZ,2019-12-03,ADD,Fiber optic
CHG-011212,3886-CERTZ,2025-04-16,ADD,OnlineBackup
CHG-011213,3886-CERTZ,2021-09-16,ADD,DeviceProtection
CHG-011214,3886-CERTZ,2023-03-04,ADD,TechSupport
CHG-011215,3886-CERTZ,2024-07-27,ADD,StreamingTV
CHG-011216,3886-CERTZ,2021-06-16,ADD,StreamingMovies
CHG-011217,3886-CERTZ,2025-09-09,REMOVE,TechSupport
CHG-011218,7995-ZHHNZ,2022-05-21,ADD,DSL
CHG-011219,7995-ZHHNZ,2024-01-11,ADD,OnlineSecurity
CHG-011220,5816-SCGFC,2025-04-05,ADD,DSL
CHG-011221,5816-SCGFC,2025-06-24,ADD,OnlineBackup
CHG-011222,5989-AXPUC,2020-04-01,ADD,Fiber optic
CHG-011223,5989-AXPUC,2021-07-22,ADD,OnlineSecurity
CHG-011224,5989-AXPUC,2020-07-08,ADD,OnlineBackup
CHG-011225,5989-AXPUC,2022-04-22,ADD,DeviceProtection
CHG-011226,5989-AXPUC,2023-04-24,ADD,TechSupport
CHG-011227,5989-AXPUC,2021-07-05,ADD,StreamingTV
CHG-011228,5989-AXPUC,2021-12-25,ADD,StreamingMovies
