customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn
sdv-id-fIjXCq	Male	1	No	No	35	Yes	No	No	Yes	No internet service	Yes	No	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	53.85	816.91	No
sdv-id-AQxgoP	Female	0	Yes	Yes	54	No	No	DSL	Yes	Yes	No	No internet service	No	Yes	Month-to-month	No	Credit card (automatic)	40.55	2212.17	No
sdv-id-zcpnPW	Female	1	Yes	No	58	Yes	Yes	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Mailed check	75.31	3306.84	No
sdv-id-dzyCDt	Female	0	No	No	26	Yes	No	No	Yes	No	No internet service	Yes	Yes	Yes	Month-to-month	No	Credit card (automatic)	43.99	2274.75	No
sdv-id-lXeDhY	Female	0	No	No	67	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Mailed check	117.77	5524.68	No
sdv-id-EgjoLw	Female	1	Yes	No	29	Yes	No	Fiber optic	Yes	No	Yes	Yes	No internet service	No internet service	Month-to-month	Yes	Mailed check	92.74	1292.95	No
sdv-id-qgyqtL	Male	0	Yes	Yes	62	Yes	Yes	Fiber optic	Yes	No	No internet service	No	Yes	No	Month-to-month	Yes	Mailed check	59.48	2053.16	No
sdv-id-Yzziya	Female	0	No	No	55	Yes	Yes	Fiber optic	Yes	No	Yes	No internet service	No internet service	No internet service	One year	Yes	Mailed check	45.9	2794.02	Yes
sdv-id-YjMuQN	Female	0	No	No	1	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	111.35	562.14	No
sdv-id-mHjEuQ	Male	0	No	No	40	Yes	Yes	DSL	No	No	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	62.45	1570.51	No
sdv-id-imzCxL	Female	0	Yes	No	17	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	No	Mailed check	116.32	4432.53	No
sdv-id-IKqTdg	Male	0	Yes	No	68	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	117.05	6845.78	No
sdv-id-TlPNkw	Male	0	Yes	No	8	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Mailed check	71.54	1814.55	Yes
sdv-id-TDaesv	Male	0	No	No	26	Yes	Yes	Fiber optic	No	No	No	Yes	No	No	Month-to-month	Yes	Electronic check	110.11	1943.76	Yes
sdv-id-PxPwVn	Female	0	Yes	No	62	Yes	No	Fiber optic	No internet service	No	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	76.86	1927.63	No
sdv-id-sTsWsL	Male	0	No	No	12	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	82.06	664.52	No
sdv-id-IAiChH	Female	0	Yes	Yes	21	Yes	Yes	No	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	88.13	3536.34	No
sdv-id-xNxoUA	Female	0	No	Yes	12	Yes	No	DSL	No internet service	No	No internet service	No internet service	No internet service	Yes	One year	Yes	Bank transfer (automatic)	31.18	938.16	Yes
sdv-id-BRxhin	Male	0	No	No	3	Yes	No phone service	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	59.17	352.52	Yes
sdv-id-stwNVb	Male	0	No	No	12	Yes	Yes	Fiber optic	No	No internet service	No internet service	Yes	No internet service	No internet service	One year	No	Mailed check	80.25	1247.58	No
sdv-id-svsbAh	Male	0	No	No	67	Yes	Yes	No	No internet service	No	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	36.3	3125.88	No
sdv-id-IkoyrB	Female	0	No	Yes	18	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	No	Bank transfer (automatic)	35.97	129.78	No
sdv-id-OVXulc	Female	0	No	Yes	62	Yes	Yes	DSL	No	Yes	No	No	Yes	No	Month-to-month	Yes	Mailed check	107.31	1648.7	Yes
sdv-id-kaYQXH	Female	0	No	Yes	71	Yes	Yes	No	No	No	Yes	No	Yes	No	Month-to-month	No	Electronic check	36.99	2568.8	Yes
sdv-id-YjGbyp	Female	0	No	No	4	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	One year	No	Electronic check	112.69	456.59	No
sdv-id-efljmS	Male	0	Yes	Yes	68	Yes	No	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Month-to-month	No	Credit card (automatic)	48.53	3270.13	No
sdv-id-vficuT	Female	0	No	No	65	Yes	Yes	No	Yes	No	Yes	No internet service	Yes	No internet service	Month-to-month	Yes	Electronic check	42.53	2542.43	No
sdv-id-uNayoR	Male	0	No	No	1	Yes	Yes	No	No internet service	No internet service	Yes	No internet service	No internet service	Yes	Two year	No	Mailed check	22.17	228.33	No
sdv-id-QswiEL	Male	0	Yes	Yes	8	Yes	No	Fiber optic	No	No	No	No	No	No	One year	Yes	Electronic check	96.93	2728.02	No
sdv-id-lowVAr	Female	0	Yes	No	15	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	63.87	625.1	No
sdv-id-DNXfZV	Male	0	No	Yes	33	Yes	Yes	Fiber optic	Yes	No	No	No	No	No internet service	Month-to-month	Yes	Electronic check	86.12	1719.78	Yes
sdv-id-bollrY	Female	0	Yes	No	42	Yes	No	Fiber optic	No internet service	Yes	Yes	No internet service	Yes	Yes	Two year	No	Mailed check	32.38	1478.09	No
sdv-id-CtJZFa	Female	1	No	No	13	Yes	No	Fiber optic	No	No internet service	Yes	No internet service	Yes	Yes	One year	Yes	Electronic check	61.73	1066.42	No
sdv-id-MfBsgd	Female	0	Yes	No	61	Yes	No	No	No internet service	No internet service	No internet service	No internet service	Yes	No internet service	Two year	No	Credit card (automatic)	20.32	1072.22	No
sdv-id-mzIyDP	Female	0	No	No	3	Yes	No phone service	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	64.77	89.19	Yes
sdv-id-sGHzXV	Male	1	Yes	No	65	Yes	Yes	DSL	No	No	Yes	No	No	No	Month-to-month	Yes	Mailed check	102.29	6671.87	No
sdv-id-YkPekT	Female	0	Yes	No	18	Yes	No	Fiber optic	No	No	No internet service	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	89.78	415.63	No
sdv-id-bcrncC	Female	0	No	No	54	Yes	No	DSL	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Electronic check	18.26	251.11	No
sdv-id-JHCwAq	Male	0	Yes	No	47	Yes	Yes	DSL	Yes	No	No	Yes	No	Yes	One year	Yes	Mailed check	89.55	2951.18	Yes
sdv-id-mrKzwp	Male	1	No	No	63	Yes	No	No	No internet service	Yes	Yes	Yes	No	No	Month-to-month	Yes	Credit card (automatic)	99.66	6434.19	No
sdv-id-vhEsTv	Male	0	Yes	Yes	6	Yes	No	Fiber optic	Yes	No	No	Yes	Yes	No	Month-to-month	Yes	Credit card (automatic)	39.2	131.61	Yes
sdv-id-ZdzTxc	Male	0	Yes	Yes	55	Yes	No	Fiber optic	No	Yes	Yes	No	No	No internet service	Month-to-month	Yes	Electronic check	89.92	2482.93	No
sdv-id-ELRSZq	Male	0	No	Yes	22	Yes	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	113.24	1259.72	Yes
sdv-id-ftPARH	Female	0	Yes	No	72	Yes	Yes	DSL	No	Yes	No	No	No	No	Two year	Yes	Bank transfer (automatic)	115.58	7966.59	No
sdv-id-nIaekL	Male	1	Yes	No	69	Yes	Yes	No	Yes	Yes	No internet service	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	102.8	7065.26	No
sdv-id-fjVQbG	Female	0	No	Yes	1	Yes	No	No	No	No internet service	No	Yes	No	Yes	Month-to-month	No	Credit card (automatic)	32.12	25.16	Yes
sdv-id-oeESXR	Female	0	Yes	No	6	Yes	No	No	No internet service	No	No	Yes	Yes	No	Month-to-month	No	Mailed check	20.45	58.16	Yes
sdv-id-bbFycB	Female	0	No	No	8	Yes	No phone service	DSL	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	111.91	1237.82	No
sdv-id-NBxMtQ	Female	0	No	No	46	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	96.16	5042.02	No
sdv-id-QSufNz	Female	0	No	No	10	Yes	No	No	No internet service	No internet service	Yes	No internet service	Yes	No internet service	Month-to-month	Yes	Electronic check	18.52	47.4	Yes
sdv-id-fHdahs	Male	0	No	Yes	1	Yes	No	DSL	Yes	Yes	No	Yes	No	No	Month-to-month	No	Bank transfer (automatic)	70.28	42.69	Yes
sdv-id-JFcgsM	Female	0	No	Yes	44	Yes	No	Fiber optic	No internet service	No internet service	No internet service	Yes	Yes	Yes	One year	Yes	Electronic check	18.34	69.27	Yes
sdv-id-XpFuMh	Female	0	Yes	No	42	Yes	No	DSL	Yes	No	Yes	No	No	Yes	Month-to-month	No	Electronic check	84.53	1277.4	No
sdv-id-Wovnpc	Female	0	Yes	No	15	Yes	No	DSL	No	Yes	No	Yes	No	No	Month-to-month	Yes	Electronic check	68.98	1256.99	No
sdv-id-gkePqt	Female	0	No	No	13	Yes	No	DSL	No	Yes	No	No	Yes	No	Month-to-month	Yes	Electronic check	106.6	1675.54	No
sdv-id-pUVqNc	Female	0	Yes	Yes	14	Yes	Yes	DSL	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	113.76	2425.06	Yes
sdv-id-cfOgrs	Male	0	No	Yes	13	No	No phone service	Fiber optic	No	No	Yes	Yes	No	Yes	Month-to-month	Yes	Credit card (automatic)	47.53	639.45	No
sdv-id-npgwkc	Male	0	Yes	No	44	Yes	Yes	No	No	Yes	Yes	No	No	Yes	One year	No	Electronic check	117.59	7563.57	No
sdv-id-MszJRQ	Male	0	Yes	No	24	No	Yes	Fiber optic	Yes	No	No internet service	No internet service	Yes	Yes	Month-to-month	No	Electronic check	25.55	387.08	No
sdv-id-DvGxnm	Female	0	No	Yes	43	Yes	Yes	No	No internet service	No internet service	Yes	No internet service	Yes	No internet service	Two year	Yes	Bank transfer (automatic)	30.51	2854.25	No
sdv-id-BiCbwU	Male	0	Yes	No	12	No	No	DSL	No	Yes	No	No	Yes	No	Month-to-month	No	Electronic check	40.92	316.95	No
sdv-id-BJSBdC	Male	0	No	No	24	Yes	No	Fiber optic	No	No internet service	No	No	Yes	No internet service	Month-to-month	Yes	Bank transfer (automatic)	33.22	367.85	Yes
sdv-id-PtXLfI	Female	1	Yes	No	10	Yes	Yes	DSL	Yes	No	No	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	24.89	44.21	No
sdv-id-TebehY	Male	0	Yes	No	72	Yes	No	DSL	No	Yes	No	No internet service	No	No	Two year	Yes	Mailed check	110.45	8328.51	No
sdv-id-KZZNWG	Female	1	No	No	54	Yes	Yes	No	Yes	No	Yes	Yes	No internet service	Yes	One year	No	Mailed check	58.15	1456.52	No
sdv-id-BtsSFc	Male	0	Yes	No	67	Yes	Yes	Fiber optic	No internet service	No	No internet service	No	Yes	No internet service	Two year	Yes	Credit card (automatic)	71.19	5602.95	No
sdv-id-Jxrnkd	Male	0	No	No	52	Yes	No	Fiber optic	Yes	Yes	No	No	Yes	Yes	Month-to-month	Yes	Mailed check	23.03	1156.92	No
sdv-id-ifLacB	Female	0	No	No	1	Yes	No phone service	Fiber optic	No	No	Yes	Yes	No internet service	No	Month-to-month	No	Electronic check	22.72	19.11	No
sdv-id-mKyylI	Male	0	Yes	No	2	Yes	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	106.19	1547.06	No
sdv-id-hcNhha	Male	0	No	No	9	Yes	No	DSL	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	93.77	798.75	Yes
sdv-id-vaKrSf	Male	0	No	No	51	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	97.82	1899.95	No
sdv-id-cDXKJy	Female	0	No	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	30.42	52.72	No
sdv-id-ZfAfHZ	Male	0	No	No	1	Yes	No	DSL	Yes	No	No	Yes	No	No	Month-to-month	Yes	Mailed check	41.37	34.2	No
sdv-id-nSHgsv	Female	1	No	No	67	No	No	No	No internet service	Yes	No internet service	Yes	No internet service	No internet service	Month-to-month	Yes	Mailed check	76.55	7301.86	No
sdv-id-wzHEXo	Male	0	No	No	29	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	96.39	1901.5	Yes
sdv-id-eIdzqb	Female	0	No	No	2	Yes	No	No	Yes	No	Yes	No	No internet service	Yes	One year	Yes	Electronic check	69.51	135.86	Yes
sdv-id-EPDOmQ	Male	0	Yes	Yes	1	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Bank transfer (automatic)	18.3	18.83	No
sdv-id-qSXmtt	Male	0	No	No	67	No	No	Fiber optic	No internet service	No	No internet service	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	44.77	4370.78	No
sdv-id-jvOKAU	Female	1	No	No	30	Yes	No	Fiber optic	Yes	No	No	No	Yes	No	One year	No	Electronic check	77.65	5394.07	Yes
sdv-id-UeZMAK	Male	0	Yes	No	2	No	No	Fiber optic	Yes	No	No	No	Yes	Yes	Month-to-month	No	Electronic check	51.04	107.86	No
sdv-id-ZaYPXK	Male	1	Yes	No	48	Yes	No	Fiber optic	Yes	Yes	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	96.35	4208.23	No
sdv-id-POVFQY	Male	0	Yes	Yes	71	No	No	DSL	No	Yes	Yes	No	No	No	Two year	Yes	Bank transfer (automatic)	108.95	5924.17	No
sdv-id-ACImhz	Female	0	No	Yes	72	Yes	Yes	No	No internet service	No	No internet service	No internet service	Yes	No internet service	Two year	No	Bank transfer (automatic)	40.64	6063.43	No
sdv-id-pKVoHy	Female	0	Yes	Yes	66	Yes	Yes	DSL	No internet service	Yes	Yes	No internet service	No	Yes	Two year	No	Electronic check	30.41	3074.11	No
sdv-id-KEbJur	Male	0	Yes	No	10	Yes	No	Fiber optic	No internet service	No internet service	No internet service	No internet service	No internet service	Yes	Month-to-month	No	Credit card (automatic)	25.79	482.53	Yes
sdv-id-gIFDFT	Female	0	No	No	37	Yes	No	Fiber optic	Yes	No	No	Yes	No	No	Two year	No	Mailed check	78.97	1215.05	No
sdv-id-HAfxXB	Female	0	No	Yes	27	Yes	No phone service	Fiber optic	Yes	Yes	No	No	No	No	One year	No	Bank transfer (automatic)	68.01	1195.52	No
sdv-id-UyOCJw	Male	0	No	No	16	Yes	Yes	DSL	Yes	No internet service	No	Yes	No	Yes	Month-to-month	Yes	Mailed check	70.35	757.48	No
sdv-id-roVJfM	Female	0	No	No	61	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Two year	No	Electronic check	60.44	3676.3	Yes
sdv-id-QUuwsw	Female	0	Yes	Yes	69	No	No phone service	DSL	No	Yes	No	Yes	Yes	Yes	Two year	Yes	Mailed check	115.42	7746.47	No
sdv-id-WNNlkA	Female	0	Yes	No	33	Yes	No	Fiber optic	Yes	No	No	No internet service	No	Yes	Month-to-month	No	Credit card (automatic)	26.13	806.23	No
sdv-id-TENSBf	Female	0	No	No	32	Yes	No	No	No	No internet service	No internet service	Yes	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	45.55	3769.3	No
sdv-id-cUvasY	Male	0	Yes	Yes	42	Yes	Yes	DSL	No	Yes	No	No	No	No	One year	Yes	Bank transfer (automatic)	70.29	2047.29	Yes
sdv-id-FpJNYS	Female	0	No	Yes	39	Yes	Yes	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	111.68	2743.45	Yes
sdv-id-zrJxNx	Male	0	Yes	No	27	Yes	No	DSL	No	Yes	No	Yes	No	No	Month-to-month	Yes	Credit card (automatic)	109.42	2149.29	No
sdv-id-xIRfMp	Male	0	Yes	No	42	Yes	No	Fiber optic	No internet service	No	Yes	No	No internet service	No internet service	Two year	Yes	Electronic check	47.06	1433.68	No
sdv-id-QjPnBN	Male	0	No	No	4	Yes	No	Fiber optic	Yes	No internet service	Yes	No internet service	No	No	Month-to-month	Yes	Credit card (automatic)	19.57	389.23	No
sdv-id-CKxtOk	Female	0	No	Yes	5	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No	No	One year	No	Electronic check	31.86	56.6	Yes
sdv-id-GrQurS	Female	0	No	Yes	28	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	71.61	1776.23	No
sdv-id-MYNUhR	Female	0	Yes	Yes	60	Yes	No	Fiber optic	Yes	No	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	69.49	2936.89	No
sdv-id-tXUxHE	Male	0	No	No	22	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	118.4	6114.98	No
sdv-id-UcJvhi	Male	0	Yes	No	29	Yes	No phone service	DSL	No	No	Yes	No	Yes	Yes	One year	Yes	Electronic check	27.09	1149.05	No
sdv-id-BvUEtt	Female	0	Yes	No	41	Yes	Yes	Fiber optic	Yes	No	No internet service	No	Yes	Yes	Two year	Yes	Bank transfer (automatic)	34.84	1565.09	No
sdv-id-wzHoQB	Male	0	Yes	Yes	46	Yes	No	Fiber optic	No	No	No internet service	No	No internet service	Yes	One year	No	Electronic check	56.0	1811.94	No
sdv-id-NuPieP	Female	0	Yes	Yes	34	Yes	Yes	No	No internet service	No internet service	Yes	No internet service	No internet service	No internet service	Month-to-month	Yes	Credit card (automatic)	24.6	1122.27	No
sdv-id-BVZOdn	Male	0	Yes	Yes	3	Yes	Yes	DSL	Yes	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	56.56	74.59	No
sdv-id-MtjGOA	Male	0	Yes	No	33	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	20.52	644.77	No
sdv-id-ZowzCI	Male	0	Yes	Yes	2	Yes	No	No	Yes	No internet service	No internet service	No internet service	No internet service	No	Month-to-month	No	Credit card (automatic)	52.15	60.58	No
sdv-id-SeAAvM	Female	0	No	No	25	No	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	35.68	592.67	Yes
sdv-id-TZORaY	Female	0	Yes	Yes	49	Yes	Yes	No	No internet service	No	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	25.19	1324.42	No
sdv-id-caPIwo	Female	0	Yes	No	2	Yes	No	DSL	Yes	Yes	No	No	No	No	One year	Yes	Credit card (automatic)	92.3	582.84	Yes
sdv-id-xunIzS	Male	0	No	No	1	Yes	No	DSL	No	No internet service	Yes	No	No	Yes	Month-to-month	No	Electronic check	22.99	19.4	No
sdv-id-ZoWMjJ	Male	1	Yes	No	29	Yes	No	Fiber optic	No internet service	No	No	Yes	No	No	Month-to-month	No	Bank transfer (automatic)	25.03	683.44	No
sdv-id-OifQGi	Male	0	No	No	63	Yes	No	Fiber optic	Yes	No internet service	Yes	Yes	Yes	No internet service	Month-to-month	No	Mailed check	24.84	2163.9	No
sdv-id-aHGzEz	Female	1	Yes	No	66	Yes	No	Fiber optic	No	Yes	Yes	No	No	No	Two year	No	Mailed check	102.73	7270.93	No
sdv-id-SaQOug	Female	0	No	No	55	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	117.13	4903.86	Yes
sdv-id-tdpjGi	Male	0	Yes	Yes	5	Yes	No	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Mailed check	48.05	385.76	No
sdv-id-hqauoB	Female	0	Yes	Yes	43	Yes	Yes	DSL	No	Yes	Yes	No internet service	No internet service	No internet service	Two year	No	Electronic check	48.78	6293.72	No
sdv-id-UmnDmC	Male	0	No	No	47	Yes	No	DSL	No internet service	No internet service	No internet service	Yes	No internet service	No internet service	One year	Yes	Mailed check	23.01	234.4	No
sdv-id-RNXeuw	Male	0	Yes	Yes	72	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	No	Two year	Yes	Electronic check	118.35	8218.17	No
sdv-id-tEfXDO	Male	0	Yes	No	4	Yes	No	No	No	No internet service	Yes	Yes	No internet service	No internet service	Month-to-month	No	Mailed check	29.02	33.52	Yes
sdv-id-uyDMvs	Female	0	Yes	No	18	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	74.19	978.95	Yes
sdv-id-HvnfMi	Male	0	No	No	2	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	No	Electronic check	58.41	75.24	No
sdv-id-aDcyxY	Male	0	No	Yes	21	No	No	DSL	No internet service	No	No	No	No	Yes	Month-to-month	No	Mailed check	24.67	223.47	No
sdv-id-AUZdFX	Male	0	No	Yes	23	Yes	No	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Credit card (automatic)	86.33	3345.28	No
sdv-id-QISQdc	Female	0	Yes	No	56	Yes	Yes	Fiber optic	No internet service	No	No internet service	No	Yes	No internet service	Two year	Yes	Electronic check	66.42	2727.61	No
sdv-id-gcuatv	Female	0	Yes	No	23	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	74.11	1788.84	Yes
sdv-id-QfIIzs	Female	0	Yes	Yes	5	Yes	No	Fiber optic	Yes	No	No internet service	No	No	No internet service	Month-to-month	No	Mailed check	26.37	792.55	No
sdv-id-btdYGy	Female	1	Yes	Yes	20	Yes	No phone service	Fiber optic	No	No	No	Yes	No	No	Month-to-month	No	Bank transfer (automatic)	84.62	2588.33	No
sdv-id-wiXCDO	Male	0	No	No	4	Yes	Yes	DSL	No	Yes	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	54.69	259.07	No
sdv-id-AJqflX	Male	0	No	Yes	3	Yes	Yes	No	No internet service	No internet service	No internet service	Yes	No internet service	No internet service	Month-to-month	Yes	Credit card (automatic)	33.15	995.54	No
sdv-id-nRCnYO	Female	0	No	No	50	Yes	No	Fiber optic	Yes	No internet service	No	No	No	No	Two year	Yes	Bank transfer (automatic)	24.66	1365.21	Yes
sdv-id-JXlFhF	Female	0	No	No	39	Yes	No	Fiber optic	No	Yes	Yes	No	Yes	No	Month-to-month	Yes	Mailed check	109.31	5846.3	No
sdv-id-gfadbl	Female	1	No	Yes	67	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	113.27	7000.69	No
sdv-id-HkMgbK	Female	0	Yes	No	62	Yes	Yes	No	No internet service	No internet service	Yes	No internet service	Yes	No internet service	Two year	Yes	Mailed check	34.61	4239.68	No
sdv-id-XtaDPX	Female	0	No	Yes	53	Yes	No phone service	Fiber optic	No internet service	No	Yes	Yes	Yes	No internet service	Two year	Yes	Credit card (automatic)	21.05	351.1	No
sdv-id-jUlbil	Female	1	No	No	72	Yes	Yes	No	No internet service	Yes	No internet service	Yes	No internet service	Yes	Two year	Yes	Mailed check	109.97	8466.68	No
sdv-id-QzeGEz	Female	0	Yes	Yes	10	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	30.09	416.29	No
sdv-id-lwbJCm	Female	0	No	No	8	Yes	Yes	DSL	No	Yes	No	No	No	No	Two year	Yes	Electronic check	76.98	1844.11	Yes
sdv-id-sbVqtO	Female	0	No	No	51	No	No	DSL	Yes	Yes	Yes	No	Yes	No	One year	No	Credit card (automatic)	78.6	6200.28	No
sdv-id-dWxrSW	Female	1	Yes	No	60	Yes	Yes	DSL	Yes	Yes	Yes	No	No	Yes	Two year	Yes	Electronic check	118.56	8250.77	No
sdv-id-GAxOxF	Female	0	Yes	Yes	17	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	18.26	21.96	No
sdv-id-bPuVjM	Male	0	Yes	No	9	Yes	Yes	Fiber optic	No	No	Yes	Yes	No	No	Month-to-month	No	Electronic check	111.82	407.35	Yes
sdv-id-ImZErT	Male	0	Yes	Yes	46	No	Yes	No	Yes	No	No	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	100.47	6508.45	No
sdv-id-BKccWA	Female	1	No	No	62	Yes	No phone service	Fiber optic	No	Yes	No internet service	No internet service	No internet service	Yes	Month-to-month	Yes	Electronic check	67.59	4101.45	No
sdv-id-viFeKD	Male	0	Yes	No	20	No	No	No	Yes	No	No internet service	Yes	No internet service	No internet service	Month-to-month	Yes	Mailed check	53.36	933.72	No
sdv-id-SPHYCu	Male	0	No	No	60	Yes	Yes	DSL	No	Yes	No	Yes	No internet service	Yes	One year	No	Mailed check	115.67	6445.16	No
sdv-id-NulOQG	Female	1	No	No	60	No	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	117.48	5719.12	No
sdv-id-GQjDIl	Male	0	Yes	Yes	72	Yes	Yes	No	No internet service	Yes	Yes	Yes	No internet service	Yes	One year	Yes	Electronic check	30.65	6442.97	No
sdv-id-RhHygM	Male	1	Yes	Yes	11	Yes	Yes	No	No	No internet service	Yes	No	No	Yes	Month-to-month	No	Electronic check	64.07	929.37	Yes
sdv-id-mFNFbF	Male	0	Yes	Yes	67	No	No	DSL	Yes	Yes	Yes	Yes	No	No	One year	Yes	Bank transfer (automatic)	79.92	4437.69	Yes
sdv-id-hDTDQd	Male	0	No	No	53	Yes	Yes	No	Yes	No	No	No internet service	No internet service	No	Month-to-month	Yes	Electronic check	99.37	2273.25	No
sdv-id-akzWBh	Female	0	No	Yes	46	Yes	Yes	No	No	Yes	No internet service	Yes	No internet service	Yes	Month-to-month	No	Bank transfer (automatic)	65.52	4825.02	No
sdv-id-BAGcbG	Female	0	No	Yes	29	No	No	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	65.45	1159.32	No
sdv-id-MUyqCN	Male	0	Yes	No	67	Yes	Yes	DSL	No	Yes	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	107.43	7335.26	No
sdv-id-nrJGMn	Male	0	Yes	No	15	Yes	No	Fiber optic	No internet service	No internet service	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	31.5	979.95	Yes
sdv-id-hqdykf	Female	0	Yes	Yes	18	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Mailed check	20.51	687.62	No
sdv-id-rIVJtf	Male	0	Yes	No	3	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	Yes	Month-to-month	No	Electronic check	18.25	20.6	No
sdv-id-JFSxKD	Male	0	No	No	60	Yes	No	No	Yes	No	No	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	60.28	4945.88	No
sdv-id-WHMBVi	Male	0	No	No	22	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	112.65	3332.2	No
sdv-id-EiKijj	Female	0	No	Yes	14	Yes	No	DSL	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	88.07	723.56	Yes
sdv-id-jdpQwk	Male	0	Yes	No	27	No	No phone service	No	No internet service	No internet service	No internet service	Yes	Yes	No	Month-to-month	No	Mailed check	18.62	194.49	No
sdv-id-hyOPfh	Female	1	No	No	1	Yes	Yes	Fiber optic	No	No internet service	Yes	No	No internet service	Yes	One year	Yes	Electronic check	33.48	89.77	No
