customerID,data_aquisicao,canal_aquisicao,codigo_campanha
2632-IVXVF,2020-03-01,Telefone,TV_ADS_Q3
3692-JHONH,2021-07-01,Loja Física,WALK_IN
8915-NNTRC,2019-11-01,Telefone,OUTBOUND_CALL
5914-GXMDA,2023-03-01,Telefone,INBOUND
7463-IFMQU,2019-11-01,Loja Física,WALK_IN
2920-RNCEZ,2025-10-01,Website,PPC_GOOGLE
2541-YGPKE,2022-05-01,Telefone,OUTBOUND_CALL
8515-OCTJS,2023-10-01,Parceiro,REFERRAL
5382-TEMLV,2022-02-01,Website,PPC_GOOGLE
3441-CGZJH,2022-04-01,Loja Física,WALK_IN
9592-ERDKV,2022-10-01,Telefone,OUTBOUND_CALL
2860-RANUS,2024-03-01,Website,ORGANIC
5261-QSHQM,2025-07-01,Website,BLACKFRIDAY
4778-IZARL,2020-08-01,Loja Física,WALK_IN
0432-CAJZV,2025-08-01,Website,BLACKFRIDAY
7008-LZVOZ,2020-05-01,Telefone,INBOUND
8868-WOZGU,2023-07-01,Telefone,OUTBOUND_CALL
1200-TUZHR,2025-03-01,Website,ORGANIC
9365-CSLBQ,2019-12-01,Loja Física,WALK_IN
1334-FJSVR,2025-10-01,Website,PPC_GOOGLE
5884-FBCTL,2019-11-01,Telefone,OUTBOUND_CALL
7130-CTCUS,2024-07-01,Website,BLACKFRIDAY
6242-FEGFD,2020-05-01,Telefone,TV_ADS_Q3
7625-XCQRH,2024-12-01,Website,ORGANIC
6194-HBGQN,2021-08-01,Loja Física,WALK_IN
7634-WSWDB,2025-03-01,Website,BLACKFRIDAY
6986-IXNDM,2024-09-01,Telefone,INBOUND
1731-TVIUK,2025-07-01,Website,BLACKFRIDAY
2987-BJXIK,2020-01-01,Telefone,INBOUND
9769-TSBZE,2020-01-01,Parceiro,REFERRAL
0406-BPDVR,2021-05-01,Telefone,INBOUND
0618-XWMSS,2023-07-01,Telefone,TV_ADS_Q3
1395-WSWXR,2023-11-01,Loja Física,EVENTO_LOCAL
6023-GSSXW,2020-02-01,Parceiro,REFERRAL
6752-APNJL,2022-05-01,Website,PPC_GOOGLE
5276-KQWHG,2025-09-01,Website,ORGANIC
0420-HLGXF,2022-08-01,Telefone,OUTBOUND_CALL
7446-KQISO,2022-02-01,Loja Física,EVENTO_LOCAL
9823-EALYC,2019-11-01,Telefone,INBOUND
0582-AVCLN,2022-09-01,Telefone,INBOUND
5803-NQJZO,2019-11-01,Loja Física,EVENTO_LOCAL
2565-JSLRY,2025-10-01,Website,BLACKFRIDAY
2607-DHDAK,2019-11-01,Loja Física,EVENTO_LOCAL
1073-XXCZD,2021-04-01,Telefone,INBOUND
0743-HRVFF,2021-08-01,Telefone,OUTBOUND_CALL
4006-HKYHO,2020-08-01,Loja Física,WALK_IN
3727-JEZTU,2025-10-01,Website,ORGANIC
8143-ETQTI,2023-12-01,Loja Física,EVENTO_LOCAL
6689-KXGBO,2025-10-01,Telefone,INBOUND
9667-TKTVZ,2025-09-01,Website,ORGANIC
3657-COGMW,2021-07-01,Website,BLACKFRIDAY
8570-KLJYJ,2022-11-01,Loja Física,WALK_IN
7754-IXRMC,2025-10-01,Website,BLACKFRIDAY
9473-CBZOP,2023-07-01,Telefone,OUTBOUND_CALL
2969-WGHQO,2025-04-01,Loja Física,WALK_IN
6615-NGGZJ,2024-09-01,Website,BLACKFRIDAY
4334-HOWRP,2019-11-01,Parceiro,REFERRAL
4255-DDUOU,2025-10-01,Telefone,OUTBOUND_CALL
5863-OOKCL,2025-01-01,Website,BLACKFRIDAY
1686-STUHN,2022-05-01,Telefone,OUTBOUND_CALL
1329-VHWNP,2025-04-01,Website,ORGANIC
2984-MIIZL,2025-07-01,Website,PPC_GOOGLE
0266-GMEAO,2019-11-01,Loja Física,EVENTO_LOCAL
5590-YRFJT,2024-03-01,Website,BLACKFRIDAY
5574-NXZIU,2020-08-01,Parceiro,PARTNER_SITE
0019-GFNTW,2021-03-01,Parceiro,REFERRAL
4256-ZWTZI,2025-06-01,Website,PPC_GOOGLE
8309-PPCED,2019-11-01,Telefone,INBOUND
4098-NAUKP,2020-03-01,Telefone,OUTBOUND_CALL
5196-WPYOW,2020-04-01,Loja Física,WALK_IN
4608-LCIMN,2025-03-01,Website,PPC_GOOGLE
1485-YDHMM,2021-07-01,Website,ORGANIC
4054-CUMIA,2024-05-01,Website,PPC_GOOGLE
0603-TPMIB,2020-12-01,Loja Física,EVENTO_LOCAL
2525-GVKQU,2020-11-01,Parceiro,REFERRAL
8161-QYMTT,2025-04-01,Website,BLACKFRIDAY
9581-GVBXT,2020-12-01,Telefone,INBOUND
5862-BRIXZ,2022-01-01,Loja Física,EVENTO_LOCAL
5404-GGUKR,2025-06-01,Website,ORGANIC
3308-JSGML,2020-12-01,Telefone,TV_ADS_Q3
2126-GSEGL,2020-01-01,Telefone,OUTBOUND_CALL
3677-TNKIO,2024-09-01,Website,ORGANIC
0440-QEXBZ,2022-03-01,Website,ORGANIC
2434-EEVDB,2020-07-01,Parceiro,REFERRAL
6762-QVYJO,2021-01-01,Loja Física,WALK_IN
6199-IWKGC,2022-01-01,Loja Física,EVENTO_LOCAL
2675-DHUTR,2021-01-01,Website,BLACKFRIDAY
8152-VETUR,2019-11-01,Loja Física,WALK_IN
9667-EQRXU,2023-05-01,Website,PPC_GOOGLE
7446-YPODE,2024-12-01,Telefone,OUTBOUND_CALL
9522-BNTHX,2023-01-01,Website,PPC_GOOGLE
4676-WLUHT,2021-05-01,Telefone,OUTBOUND_CALL
3329-WDIOK,2025-08-01,Website,PPC_GOOGLE
7980-MHFLQ,2019-11-01,Loja Física,WALK_IN
2873-ZLIWT,2022-07-01,Telefone,INBOUND
3415-TAILE,2025-09-01,Website,ORGANIC
0757-WCUUZ,2021-05-01,Telefone,OUTBOUND_CALL
1629-DQQVB,2024-09-01,Website,BLACKFRIDAY
1915-IOFGU,2025-10-01,Website,PPC_GOOGLE
3045-XETSH,2025-01-01,Telefone,TV_ADS_Q3
0374-AACSZ,2025-10-01,Website,PPC_GOOGLE
7239-HZZCX,2025-10-01,Website,ORGANIC
4872-VXRIL,2021-03-01,Parceiro,PARTNER_SITE
9140-CZQZZ,2020-03-01,Telefone,OUTBOUND_CALL
3423-HHXAO,2024-09-01,Loja Física,WALK_IN
9938-TKDGL,2020-03-01,Parceiro,REFERRAL
0531-ZZJWQ,2021-04-01,Telefone,TV_ADS_Q3
6537-QLGEX,2024-07-01,Website,BLACKFRIDAY
2688-BHGOG,2025-02-01,Website,BLACKFRIDAY
7683-CBDKJ,2024-09-01,Website,BLACKFRIDAY
0946-CLJTI,2021-01-01,Telefone,OUTBOUND_CALL
3160-TYXLT,2021-06-01,Website,BLACKFRIDAY
1325-USMEC,2020-01-01,Telefone,INBOUND
0916-QOFDP,2024-09-01,Website,BLACKFRIDAY
0628-CNQRM,2024-01-01,Telefone,INBOUND
5606-AMZBO,2025-01-01,Website,BLACKFRIDAY
6199-IPCAO,2023-06-01,Loja Física,WALK_IN
7665-TOALD,2025-10-01,Telefone,TV_ADS_Q3
0112-QWPNC,2021-10-01,Telefone,TV_ADS_Q3
0324-BRPCJ,2020-03-01,Website,PPC_GOOGLE
2777-PHDEI,2025-10-01,Website,BLACKFRIDAY
5640-CAXOA,2023-05-01,Loja Física,EVENTO_LOCAL
2235-EZAIK,2019-11-01,Telefone,TV_ADS_Q3
3847-BAERP,2025-01-01,Website,BLACKFRIDAY
1196-AMORA,2025-04-01,Website,BLACKFRIDAY
4282-YMKNA,2025-02-01,Website,BLACKFRIDAY
1453-RZFON,2025-10-01,Website,BLACKFRIDAY
8263-OKETD,2024-03-01,Website,ORGANIC
0670-KDOMA,2025-10-01,Website,PPC_GOOGLE
2476-YGEFM,2023-06-01,Telefone,INBOUND
8687-BAFGU,2025-10-01,Website,BLACKFRIDAY
0641-EVBOJ,2025-08-01,Website,PPC_GOOGLE
0829-XXPLX,2024-03-01,Website,ORGANIC
9974-JFBHQ,2020-07-01,Website,ORGANIC
5356-RHIPP,2025-10-01,Website,BLACKFRIDAY
6624-JDRDS,2025-05-01,Website,BLACKFRIDAY
0608-JDVEC,2021-09-01,Loja Física,WALK_IN
9780-FKVVF,2025-05-01,Telefone,TV_ADS_Q3
1919-RTPQD,2025-04-01,Website,PPC_GOOGLE
5214-NLTIT,2019-11-01,Telefone,TV_ADS_Q3
3345-PBBFH,2025-03-01,Telefone,INBOUND
5055-BRMNE,2020-04-01,Loja Física,WALK_IN
9189-JWSHV,2023-11-01,Website,ORGANIC
2190-PHBHR,2019-11-01,Telefone,TV_ADS_Q3
2650-GYRYL,2023-02-01,Loja Física,WALK_IN
0746-JTRFU,2025-09-01,Website,PPC_GOOGLE
5208-FVQKB,2020-01-01,Loja Física,WALK_IN
7184-LRUUR,2024-01-01,Parceiro,PARTNER_SITE
6627-CFOSN,2020-12-01,Website,BLACKFRIDAY
3982-JGSFD,2022-11-01,Loja Física,WALK_IN
1574-DYCWE,2021-08-01,Telefone,TV_ADS_Q3
7247-XOZPB,2021-06-01,Telefone,INBOUND
2466-FCCPT,2024-03-01,Loja Física,WALK_IN
6211-WWLTF,2020-08-01,Telefone,OUTBOUND_CALL
4826-TZEVA,2022-07-01,Telefone,INBOUND
6016-NXBNJ,2022-12-01,Parceiro,REFERRAL
9138-EFSMO,2023-09-01,Parceiro,PARTNER_SITE
0576-WNXXC,2023-08-01,Telefone,OUTBOUND_CALL
4632-XJMEX,2021-06-01,Telefone,INBOUND
8910-LEDAG,2023-01-01,Website,BLACKFRIDAY
3452-GWUIN,2024-04-01,Website,PPC_GOOGLE
2716-GFZOR,2022-04-01,Website,BLACKFRIDAY
3724-UCSHY,2025-05-01,Website,PPC_GOOGLE
8626-XHBIE,2021-03-01,Parceiro,PARTNER_SITE
4628-CTTLA,2021-02-01,Website,BLACKFRIDAY
3192-LNKRK,2023-01-01,Website,BLACKFRIDAY
4439-YRNVD,2025-01-01,Website,PPC_GOOGLE
2876-VBBBL,2025-10-01,Telefone,INBOUND
6834-NXDCA,2024-10-01,Website,BLACKFRIDAY
2208-UGTGR,2021-03-01,Website,ORGANIC
3005-TYFRD,2021-04-01,Website,PPC_GOOGLE
8670-MEFCP,2022-11-01,Telefone,TV_ADS_Q3
3079-BCHLN,2021-12-01,Telefone,INBOUND
7777-UNYHB,2024-11-01,Telefone,TV_ADS_Q3
5597-GLBUC,2025-10-01,Website,ORGANIC
7278-CKDNC,2023-11-01,Website,ORGANIC
2748-MYRVK,2020-08-01,Parceiro,PARTNER_SITE
8450-UYIBU,2022-12-01,Telefone,INBOUND
2969-VAPYH,2020-04-01,Loja Física,EVENTO_LOCAL
4822-YCXMX,2023-10-01,Website,PPC_GOOGLE
7181-OQCUT,2024-02-01,Website,BLACKFRIDAY
8474-UMLNT,2024-10-01,Website,BLACKFRIDAY
9821-POOTN,2022-12-01,Website,PPC_GOOGLE
3836-FZSDJ,2019-12-01,Parceiro,REFERRAL
9142-XMYJH,2023-06-01,Website,PPC_GOOGLE
6559-ILWKJ,2019-12-01,Parceiro,REFERRAL
0187-QSXOE,2025-04-01,Telefone,OUTBOUND_CALL
7733-UDMTP,2021-02-01,Telefone,INBOUND
2649-HWLYB,2020-06-01,Parceiro,REFERRAL
5214-CHIWJ,2023-08-01,Loja Física,WALK_IN
4229-CZMLL,2025-05-01,Website,BLACKFRIDAY
6904-JLBGY,2019-11-01,Loja Física,EVENTO_LOCAL
2465-BLLEU,2025-10-01,Website,PPC_GOOGLE
1685-VAYJF,2024-12-01,Website,BLACKFRIDAY
8874-EJNSR,2022-08-01,Telefone,INBOUND
6917-YACBP,2020-12-01,Website,PPC_GOOGLE
5049-MUBWG,2023-09-01,Telefone,OUTBOUND_CALL
4223-WOZCM,2025-09-01,Website,ORGANIC
0769-MURVM,2019-11-01,Loja Física,EVENTO_LOCAL
9253-VIFJQ,2020-06-01,Telefone,TV_ADS_Q3
7030-FZTFM,2019-11-01,Parceiro,PARTNER_SITE
9741-YLNTD,2025-05-01,Website,ORGANIC
5917-RYRMG,2023-03-01,Loja Física,WALK_IN
5120-ZBLAI,2021-09-01,Telefone,INBOUND
1194-BHJYC,2020-10-01,Telefone,TV_ADS_Q3
3663-MITLP,2024-08-01,Website,PPC_GOOGLE
0906-QVPMS,2019-11-01,Loja Física,WALK_IN
9025-ZRPVR,2025-02-01,Telefone,INBOUND
1905-OEILC,2025-10-01,Website,BLACKFRIDAY
7858-GTZSP,2024-11-01,Website,BLACKFRIDAY
3285-UCQVC,2022-10-01,Website,BLACKFRIDAY
6248-BSHKG,2020-10-01,Telefone,OUTBOUND_CALL
4685-TFLLS,2024-05-01,Loja Física,WALK_IN
3470-BTGQO,2024-02-01,Website,ORGANIC
1209-VFFOC,2020-03-01,Loja Física,WALK_IN
8224-DWCKX,2024-11-01,Website,BLACKFRIDAY
5482-PLVPE,2025-09-01,Website,BLACKFRIDAY
4553-DVPZG,2020-09-01,Website,ORGANIC
4902-OHLSK,2023-06-01,Website,BLACKFRIDAY
6917-IAYHD,2025-10-01,Telefone,INBOUND
0495-ZBNGW,2025-06-01,Website,BLACKFRIDAY
8620-RJPZN,2025-10-01,Website,BLACKFRIDAY
7572-KPVKK,2020-09-01,Loja Física,EVENTO_LOCAL
2642-MAWLJ,2022-11-01,Telefone,TV_ADS_Q3
2357-COQEK,2023-07-01,Website,ORGANIC
7103-ZGVNT,2020-02-01,Telefone,INBOUND
3737-GCSPV,2024-12-01,Telefone,TV_ADS_Q3
2027-WKXMW,2020-08-01,Website,PPC_GOOGLE
7137-NAXML,2023-12-01,Loja Física,WALK_IN
2428-ZMCTB,2025-01-01,Website,ORGANIC
2961-VNFKL,2019-12-01,Loja Física,WALK_IN
1768-HNVGJ,2022-02-01,Telefone,OUTBOUND_CALL
6963-KQYQB,2020-01-01,Telefone,INBOUND
5934-RMPOV,2024-01-01,Website,ORGANIC
1207-BLKSA,2021-07-01,Parceiro,PARTNER_SITE
4088-YLDSU,2021-04-01,Parceiro,PARTNER_SITE
8316-BBQAY,2020-06-01,Telefone,TV_ADS_Q3
1166-PQLGG,2019-11-01,Loja Física,WALK_IN
3146-JTQHR,2025-01-01,Loja Física,WALK_IN
4291-YZODP,2025-04-01,Parceiro,REFERRAL
4395-PZMSN,2025-06-01,Telefone,TV_ADS_Q3
6427-FEFIG,2023-11-01,Telefone,OUTBOUND_CALL
0017-IUDMW,2019-11-01,Parceiro,REFERRAL
8706-HRADD,2024-02-01,Telefone,TV_ADS_Q3
9955-QOPOY,2020-02-01,Loja Física,EVENTO_LOCAL
4385-ZKVNW,2022-03-01,Website,BLACKFRIDAY
5446-DKWYW,2020-10-01,Loja Física,WALK_IN
2034-CGRHZ,2023-11-01,Telefone,TV_ADS_Q3
5797-APWZC,2025-10-01,Website,ORGANIC
3683-QKIUE,2025-05-01,Website,ORGANIC
4228-ZGYUW,2025-07-01,Website,ORGANIC
9031-ZVQPT,2019-11-01,Telefone,TV_ADS_Q3
2990-IAJSV,2019-11-01,Telefone,TV_ADS_Q3
8107-KNCIM,2024-09-01,Telefone,INBOUND
9027-YFHQJ,2025-04-01,Website,BLACKFRIDAY
5176-LDKUH,2021-11-01,Loja Física,WALK_IN
4644-OBGFZ,2021-04-01,Parceiro,PARTNER_SITE
7926-IJOOU,2025-10-01,Website,BLACKFRIDAY
6480-YAGIY,2022-02-01,Loja Física,WALK_IN
4029-HPFVY,2025-08-01,Telefone,TV_ADS_Q3
7602-DBTOU,2019-12-01,Telefone,OUTBOUND_CALL
5345-BMKWB,2025-03-01,Website,BLACKFRIDAY
3519-ZKXGG,2025-08-01,Website,PPC_GOOGLE
5457-COLHT,2020-02-01,Loja Física,WALK_IN
6416-TVAIH,2025-10-01,Website,BLACKFRIDAY
5451-YHYPW,2019-11-01,Telefone,TV_ADS_Q3
5108-ADXWO,2024-12-01,Telefone,TV_ADS_Q3
7998-WNZEM,2019-12-01,Loja Física,WALK_IN
3066-RRJIO,2025-10-01,Telefone,INBOUND
4664-NJCMS,2023-02-01,Parceiro,REFERRAL
0307-BCOPK,2024-07-01,Loja Física,EVENTO_LOCAL
7629-WFGLW,2021-03-01,Loja Física,EVENTO_LOCAL
2542-HYGIQ,2025-10-01,Website,ORGANIC
6715-OFDBP,2025-06-01,Telefone,TV_ADS_Q3
5016-LIPDW,2021-02-01,Loja Física,EVENTO_LOCAL
6481-LXPWL,2021-03-01,Telefone,TV_ADS_Q3
1567-DSCIC,2025-03-01,Website,ORGANIC
2150-UWTFY,2024-01-01,Website,ORGANIC
6124-ACRHJ,2025-10-01,Telefone,TV_ADS_Q3
9362-MWODR,2022-07-01,Website,PPC_GOOGLE
9975-GPKZU,2022-01-01,Loja Física,WALK_IN
9625-RZFUK,2020-08-01,Loja Física,WALK_IN
5153-LXKDT,2020-03-01,Telefone,TV_ADS_Q3
5161-UBZXI,2020-02-01,Telefone,TV_ADS_Q3
1020-JPQOW,2021-03-01,Website,PPC_GOOGLE
7919-ZODZZ,2025-01-01,Loja Física,EVENTO_LOCAL
0565-JUPYD,2020-08-01,Parceiro,REFERRAL
6867-ACCZI,2023-11-01,Telefone,OUTBOUND_CALL
5939-XAIXZ,2024-04-01,Website,BLACKFRIDAY
9054-FOWNV,2024-01-01,Website,PPC_GOOGLE
2683-BPJSO,2023-06-01,Telefone,OUTBOUND_CALL
2157-MXBJS,2024-10-01,Loja Física,EVENTO_LOCAL
8207-VVMYB,2020-01-01,Parceiro,REFERRAL
9732-EQMWY,2021-10-01,Website,PPC_GOOGLE
9360-AHGNL,2022-04-01,Telefone,OUTBOUND_CALL
1087-UDSIH,2025-08-01,Website,ORGANIC
5269-NRGDP,2022-05-01,Loja Física,EVENTO_LOCAL
6195-MELTI,2021-02-01,Parceiro,REFERRAL
5485-WUYWF,2025-09-01,Website,BLACKFRIDAY
2121-JAFOM,2019-11-01,Loja Física,EVENTO_LOCAL
8818-DOPVL,2022-01-01,Telefone,OUTBOUND_CALL
2632-UCGVD,2020-05-01,Website,ORGANIC
5445-PZWGX,2020-09-01,Telefone,OUTBOUND_CALL
1227-UDMZR,2019-11-01,Telefone,OUTBOUND_CALL
5198-HQAEN,2022-12-01,Parceiro,REFERRAL
9170-CCKOU,2024-06-01,Website,BLACKFRIDAY
2167-FQSTQ,2019-11-01,Telefone,INBOUND
2819-GWENI,2023-07-01,Telefone,OUTBOUND_CALL
1043-YCUTE,2021-03-01,Telefone,OUTBOUND_CALL
3814-MLAXC,2023-04-01,Website,ORGANIC
3572-UUHRS,2022-02-01,Telefone,INBOUND
2692-PFYTJ,2025-10-01,Telefone,OUTBOUND_CALL
1226-UDFZR,2025-09-01,Telefone,INBOUND
5955-EPOAZ,2025-05-01,Website,ORGANIC
6821-JPCDC,2021-11-01,Telefone,TV_ADS_Q3
8815-LMFLX,2023-10-01,Website,BLACKFRIDAY
9135-HSWOC,2020-07-01,Telefone,INBOUND
8582-KRHPJ,2021-09-01,Telefone,OUTBOUND_CALL
5811-IWXYM,2021-07-01,Telefone,INBOUND
7044-YAACC,2025-07-01,Website,BLACKFRIDAY
8189-XRIKE,2023-03-01,Website,ORGANIC
1506-YJTYT,2022-02-01,Telefone,OUTBOUND_CALL
4123-DVHPH,2025-02-01,Website,PPC_GOOGLE
6425-YQLLO,2020-05-01,Loja Física,WALK_IN
5442-UTCVD,2025-08-01,Telefone,TV_ADS_Q3
2228-BZDEE,2021-05-01,Loja Física,EVENTO_LOCAL
7734-DBOAI,2025-10-01,Website,PPC_GOOGLE
2789-CZANW,2020-07-01,Loja Física,WALK_IN
2091-RFFBA,2023-04-01,Website,ORGANIC
2114-MGINA,2024-09-01,Telefone,INBOUND
7596-LDUXP,2024-11-01,Telefone,OUTBOUND_CALL
3740-RLMVT,2020-04-01,Loja Física,WALK_IN
4489-SNOJF,2022-12-01,Website,PPC_GOOGLE
2192-OZITF,2022-02-01,Loja Física,WALK_IN
5651-CPDND,2025-01-01,Website,ORGANIC
2186-QZEYA,2023-06-01,Website,PPC_GOOGLE
1131-ALZWV,2023-11-01,Telefone,TV_ADS_Q3
7729-XBTWX,2020-05-01,Loja Física,EVENTO_LOCAL
9134-WYRVP,2021-08-01,Loja Física,EVENTO_LOCAL
3284-SVCRO,2022-02-01,Loja Física,EVENTO_LOCAL
9732-OUYRN,2021-10-01,Telefone,TV_ADS_Q3
0559-CKHUS,2023-06-01,Loja Física,EVENTO_LOCAL
2931-SVLTV,2022-07-01,Website,PPC_GOOGLE
6899-PPEEA,2022-10-01,Website,BLACKFRIDAY
7504-UWHNB,2023-10-01,Telefone,INBOUND
2582-FFFZR,2024-01-01,Website,BLACKFRIDAY
8908-NMQTX,2019-11-01,Telefone,OUTBOUND_CALL
2187-LZGPL,2025-04-01,Telefone,OUTBOUND_CALL
1431-AIDJQ,2023-02-01,Telefone,TV_ADS_Q3
6288-LBEAR,2023-12-01,Website,PPC_GOOGLE
4597-NUCQV,2023-11-01,Website,BLACKFRIDAY
9019-QVLZD,2025-10-01,Website,BLACKFRIDAY
8413-YNHNV,2020-02-01,Parceiro,REFERRAL
5808-TOTXO,2025-08-01,Loja Física,WALK_IN
4369-NYSCF,2021-03-01,Parceiro,REFERRAL
6333-YDVLT,2020-06-01,Telefone,OUTBOUND_CALL
5324-KTGCG,2019-12-01,Telefone,TV_ADS_Q3
5599-HVLTW,2024-09-01,Website,ORGANIC
7394-LWLYN,2025-09-01,Website,ORGANIC
3707-LRWZD,2023-03-01,Parceiro,PARTNER_SITE
6873-UDNLD,2022-07-01,Website,ORGANIC
2700-LUEVA,2025-10-01,Website,BLACKFRIDAY
1455-ESIQH,2025-10-01,Website,BLACKFRIDAY
0958-YHXGP,2025-04-01,Website,BLACKFRIDAY
1101-SSWAG,2024-08-01,Telefone,INBOUND
2979-SXESE,2024-06-01,Website,ORGANIC
4013-TLDHQ,2024-04-01,Telefone,TV_ADS_Q3
5743-KHMNA,2019-12-01,Loja Física,EVENTO_LOCAL
4194-FJARJ,2021-05-01,Telefone,TV_ADS_Q3
5325-UWTWJ,2023-04-01,Telefone,TV_ADS_Q3
3969-GYXEL,2024-12-01,Telefone,TV_ADS_Q3
9208-OLGAQ,2024-05-01,Website,BLACKFRIDAY
3244-CQPHU,2019-11-01,Loja Física,EVENTO_LOCAL
2674-MLXMN,2019-12-01,Website,ORGANIC
9708-HPXWZ,2025-06-01,Website,ORGANIC
6992-TKNYO,2022-09-01,Loja Física,WALK_IN
4468-YDOVK,2025-06-01,Website,ORGANIC
3754-DXMRT,2025-09-01,Telefone,TV_ADS_Q3
5792-JALQC,2021-07-01,Loja Física,EVENTO_LOCAL
7130-VTEWQ,2025-03-01,Website,ORGANIC
2200-DSAAL,2020-03-01,Loja Física,WALK_IN
4302-ZYFEL,2020-02-01,Telefone,OUTBOUND_CALL
9351-LZYGF,2022-05-01,Website,ORGANIC
4366-CTOUZ,2021-09-01,Loja Física,EVENTO_LOCAL
6121-VZNQB,2025-10-01,Website,PPC_GOOGLE
7903-CMPEY,2025-10-01,Telefone,INBOUND
1518-OMDIK,2023-02-01,Website,BLACKFRIDAY
6671-NGWON,2025-04-01,Website,PPC_GOOGLE
0595-ITUDF,2020-07-01,Website,PPC_GOOGLE
6996-KNSML,2025-10-01,Telefone,OUTBOUND_CALL
1955-IBMMB,2020-12-01,Loja Física,EVENTO_LOCAL
0096-BXERS,2025-05-01,Telefone,INBOUND
3806-YAZOV,2025-08-01,Telefone,OUTBOUND_CALL
7998-ZLXWN,2024-08-01,Website,ORGANIC
6253-WRFHY,2024-10-01,Parceiro,PARTNER_SITE
9133-AYJZG,2023-12-01,Website,ORGANIC
2675-OTVVJ,2023-04-01,Website,BLACKFRIDAY
8680-CGLTP,2023-06-01,Telefone,INBOUND
8430-TWCBX,2021-10-01,Parceiro,PARTNER_SITE
5018-GWURO,2021-03-01,Website,ORGANIC
6741-QRLUP,2020-08-01,Telefone,OUTBOUND_CALL
4737-HOBAX,2020-08-01,Telefone,INBOUND
0537-QYZZN,2023-11-01,Telefone,TV_ADS_Q3
3340-QBBFM,2022-11-01,Telefone,TV_ADS_Q3
1704-NRWYE,2025-02-01,Website,BLACKFRIDAY
2592-SEIFQ,2025-08-01,Website,ORGANIC
8200-KLNYW,2024-02-01,Loja Física,EVENTO_LOCAL
3372-CDXFJ,2024-10-01,Telefone,TV_ADS_Q3
4781-ZXYGU,2025-10-01,Website,ORGANIC
7632-YUTXB,2023-10-01,Loja Física,WALK_IN
2718-YSKCS,2019-12-01,Telefone,OUTBOUND_CALL
9896-UYMIE,2020-05-01,Loja Física,WALK_IN
0853-NWIFK,2022-02-01,Parceiro,PARTNER_SITE
8212-CRQXP,2024-01-01,Telefone,OUTBOUND_CALL
6980-CDGFC,2020-04-01,Telefone,OUTBOUND_CALL
7691-XVTZH,2020-03-01,Loja Física,EVENTO_LOCAL
7481-ATQQS,2021-10-01,Website,ORGANIC
2277-VWCNI,2025-07-01,Website,BLACKFRIDAY
1088-CNNKB,2020-08-01,Loja Física,EVENTO_LOCAL
8642-GVWRF,2025-09-01,Website,ORGANIC
1930-BZLHI,2024-02-01,Loja Física,EVENTO_LOCAL
3400-ESFUW,2021-04-01,Loja Física,EVENTO_LOCAL
5868-YTYKS,2025-10-01,Telefone,INBOUND
3525-DVKFN,2024-06-01,Telefone,OUTBOUND_CALL
1482-OXZSY,2023-05-01,Telefone,TV_ADS_Q3
0377-JBKKT,2024-01-01,Website,PPC_GOOGLE
5778-BVOFB,2025-02-01,Telefone,TV_ADS_Q3
3373-YZZYM,2025-10-01,Website,BLACKFRIDAY
2057-ZBLPD,2024-02-01,Website,ORGANIC
0228-MAUWC,2024-04-01,Website,ORGANIC
5502-RLUYV,2020-02-01,Website,BLACKFRIDAY
0023-HGHWL,2025-10-01,Website,PPC_GOOGLE
7663-YJHSN,2019-11-01,Loja Física,EVENTO_LOCAL
4915-BFSXL,2020-01-01,Telefone,TV_ADS_Q3
3086-RUCRN,2020-05-01,Website,ORGANIC
5215-LNLDJ,2025-04-01,Website,BLACKFRIDAY
7576-JMYWV,2022-01-01,Telefone,OUTBOUND_CALL
9039-RBEEE,2022-08-01,Website,BLACKFRIDAY
0257-KXZGU,2023-03-01,Website,PPC_GOOGLE
1307-ATKGB,2023-11-01,Website,PPC_GOOGLE
8417-FMLZI,2025-05-01,Website,PPC_GOOGLE
3714-XPXBW,2022-10-01,Telefone,INBOUND
1850-AKQEP,2025-03-01,Telefone,INBOUND
2824-DXNKN,2019-11-01,Telefone,OUTBOUND_CALL
5227-JSCFE,2019-12-01,Loja Física,WALK_IN
0848-ZGQIJ,2024-07-01,Website,BLACKFRIDAY
3621-CHYVB,2021-02-01,Telefone,TV_ADS_Q3
8042-RNLKO,2020-05-01,Telefone,OUTBOUND_CALL
1792-UXAFY,2024-06-01,Telefone,INBOUND
5372-FBKBN,2024-02-01,Telefone,TV_ADS_Q3
0420-TXVSG,2020-05-01,Telefone,TV_ADS_Q3
6217-TOWGS,2024-06-01,Telefone,OUTBOUND_CALL
0515-YPMCW,2025-10-01,Website,BLACKFRIDAY
0378-XSZPU,2021-01-01,Loja Física,EVENTO_LOCAL
1045-LTCYT,2025-03-01,Website,PPC_GOOGLE
1544-JJMYL,2023-08-01,Telefone,TV_ADS_Q3
4636-JGAAI,2023-01-01,Website,BLACKFRIDAY
6874-SGLHU,2023-05-01,Loja Física,WALK_IN
5951-AOFIH,2023-02-01,Website,PPC_GOOGLE
4729-XKASR,2025-10-01,Website,ORGANIC
3059-NGMXB,2024-09-01,Telefone,TV_ADS_Q3
8652-YHIYU,2024-07-01,Loja Física,WALK_IN
5278-PNYOX,2021-10-01,Parceiro,PARTNER_SITE
5449-FIBXJ,2024-04-01,Website,PPC_GOOGLE
3486-HOOGQ,2020-01-01,Loja Física,WALK_IN
